start	end	text
786240	792240	you start clicking buttons for your mind because you have an emotional trigger you have no separation
792240	798720	line with between a gambler you are at the casino okay you are at las vegas trying to trade this is what
798720	804480	you are doing look in the chat i blew one account for this arguing with me okay perfect second point
805040	805680	third point
810800	823200	your personal account is your bullet and you have one okay you have one remember this the damage that
823200	831360	you make to your personal account the unsustainable damage that you make cannot be recovered by just
831360	839200	depositing back in the broker because you just admitted failure to burn an account you need to be
839200	846720	inconsistent in mental discipline mindset model and control of yourself you are inefficient you are not
846720	855360	made for this profession if you cannot control yourself it's better that you stay out okay and i promise
855360	862800	you i will not sugarcoat you will burn money if you are not capable of doing this now you have one bullet
864160	875120	shoot it in a way where you don't have the pressure to empty immediately your gun you have time
875680	881520	the market is open every day if we include crypto every day of the week
883360	891360	why are you running why are you trying to take five seven ten twenty five trades per day you will not
891360	899520	get rich today you will only make damage okay so i want you to go in this session with these three rules in mind
899520	908480	then we are all human we all make errors but please i'm responsible in this program i'm not only a teacher
908480	917280	i'm someone that is responsible to install in your brain a program that can save you from yourself
918720	925360	this is the difference between a teacher that sells you a course and a teacher that care that you can
925360	934160	survive in these markets because this is a battleground okay and the broker will not help you the market maker
934160	938080	don't care about you you you can go to die in some forest
941440	949600	will be interesting if you yes but bitcoin guys i don't use order from bitcoin i use on-chain analysis
950320	953840	let's go let's go to the platform
957200	962720	ah i want to ask you something in the previous year i made amazing results
963440	972320	also using the volume spread analysis that uses stick volume there is any one of you that is
972320	982400	interested in my volume spread analysis model for trading view because if yes okay i can create a
982400	987760	template for trading you where you have volume spread analysis that is not the same as order flow it's
987760	995280	it's another different type of analysis but we can explain okay okay i need to upload because it's
995280	998800	a private code i need to upload upload on trading view and next week you have it
998800	1008480	it yeah it's good also for stock it's good also for stock let's go so we start with our amazing
1009840	1019200	template here and profile framing now going through profile framing let me remove one second the tpo
1019200	1021920	how is the session of today guys
1024400	1027120	how is the session of today previous value
1032800	1039920	previous value ah something there is someone that remember the level that i told you the 25 000
1039920	1048240	and 200 as the bottom level before accumulation this one was the pivot now they are building up we
1048240	1052800	saw the last time i don't know how many of you if everyone is present they closed the session of
1052800	1058320	yesterday bullish i took some long yesterday okay they closed bullish the cash session is bullish now
1058320	1067280	they tapped into the high and they rejected so the cash session opened with a strong aggression to the upside
1069120	1076960	as you can see here and now he's rejecting how many of you loaded short guys text you in chat
1077920	1083840	if you took a shot from here based on the failed auction look at you look how many people
1084480	1091280	you are still running short yes or no okay
1095040	1098320	what we can see here so this is the
1101200	1108400	this is the template that we use for triggers and we can see that there is a crazy absorption at this
1108400	1116160	horizontal level there is a crazy absorption at this horizontal level and when we go to the reason
1121120	1122320	why we go to the reason
1125040	1133760	of why the market didn't continue higher i gave you the tool to understand it can you see it or no one
1133760	1142480	in chat my my type of analysis is not subjective what i do can be done from any one of you okay because
1142480	1148880	it's visible it's visible this aggression of the buyers fading the top failing the breakout at top
1150880	1157360	something that we can see okay and we can also see the lock-in from the sellers where is the looking from
1157360	1164880	the sellers here now this is one pattern that i also want to cover today and i want to take one
1164880	1170400	minute to explain to you because it's one pattern that made me a huge amount of money during the last
1170400	1172560	year and is this one
1175040	1180480	let's say that you have an absorption here okay so you have a lot of aggressive buyers pushing
1181360	1187360	failing to break out the top okay so this one becomes a failed auction
1189840	1197360	okay perfect then when you have the first lock that this absorption is successful when you have an
1197360	1205680	aggression with aggressive sellers do you agree with me you have an aggression aggressive sellers
1205680	1213360	locking in the movement okay so we have absorbed buyers aggressive sellers with result we can take one
1213360	1220480	short the trade that in 2025 gave me the most amount of money is the test of this level
1222240	1230480	with the confirmation of absorbed buyers so try try to reason with me you have an absorption at the top
1231200	1243680	okay you have an aggression that is rewarded so these buyers no follow through the aggression rewarded and
1243680	1249520	the buyers again absorbed you have three order flow information going in the same direction this is what
1249520	1259360	i wanted to show you okay guys don't be afraid to ask it if it's not clear see it okay absorption at the top
1260720	1269360	aggressive sellers 165 contract really strong the market tried to break this level for i think 2000
1269360	1277600	contract total 1400 contract total fail always this is your opportunity to jump in with a super small
1277600	1286320	stop loss okay you can cover yourself above the area and shoot for a one to 4.5 guys there is someone type
1286320	1292720	three in chat that notice that this is exactly the same model that i used to take the trade of the
1292720	1300640	session of 50 000 on youtube absorption at the top aggression entering when there is aggression collapse
1302240	1309760	okay this is today this is today the session that i took on youtube was the the second of
1309760	1318560	uh december oh look at this can you help me guys to read this so we do some live reading
1321440	1327760	what is here uh you see look at the chat when i was explaining there is one guy that
1327760	1334640	saw exactly what i mean joan prange you executed exactly the trade that i was explaining
1334640	1344320	you executed exactly look at this absorption at the top again okay then you have
1346480	1355440	all this effort candle is rewarded so a huge cluster of aggression and absorption at the top amazing
1356240	1360960	i entered this short also amazing setup you you see that is it's a method
1360960	1369840	it's a method probably they squeezed this low probably they squeezed this low let me see if
1369840	1376240	there is also a momentum setup let me go here this is pretty empty it's not so much volume because
1376240	1382720	it's the london session probably they squeeze the low 25 500
1382720	1392960	let me see how is the rejection now you remember that in my live session uh what i was doing the one
1392960	1401760	it did is on youtube i explained that when you have an absorption and a strong move down the aggression
1401760	1408800	of the last sellers is your first point of interest so where they can go to try to reload and then you
1408800	1414320	need to see the battle here if they manage to break or not and the second one is the first aggression
1414320	1420480	point which one is the first aggression point it's this one okay it's all this area because it's from
1420480	1427840	here that the sellers got absorbed sorry the buyers got absorbed completely and the sellers took control
1427840	1433680	so they broke this level now where are we going we are going to the origin of the movement from where they
1434560	1444000	from where they rejected guys you remember this level why would you be able to mark this level by
1444000	1452160	yourself when you are alone when i'm not there will you be able to mark this level why try to explain to
1452160	1461840	me why in the chat there is damien that took long because this one is the most important absorption level
1464560	1471760	of the chart this is the most important one guys okay and the most important absorption level of the
1471760	1475840	buyer so where the buyers got destroyed on the way up is this one
1479920	1486880	now they are playing here now i i'm really curious to see what they do here what they do here this is
1486880	1493360	important is it is better to take the trade immediately from the absorption or from the
1493360	1501440	aggression so here if you have a level where to cover yourself that is this one you can already when
1501440	1507280	you see rejection you can execute but let's take this for example okay is this an absorption or the
1507280	1518400	buyers are still in control what is this at the moment till they don't break from the downside buyers
1518400	1524800	are still in control so probably they want to reach this level again you see that they are using this
1525520	1533840	as a stair aggression sellers rejected tapped into again and now you see what's happening they go here
1533840	1541200	okay they go back here here we can see if there is an opportunity of course we can see the volume bar
1541200	1552720	i put immediately you want a single bar the delta bar look how much effort look how much effort they put
1553520	1558720	okay look how much effort they put here and now you can see what a drying volume
1559600	1561840	now you can see a drain volume now tell me guys
1561840	1569920	is this precise is this precise or no look at the first rejection because the first rejection is
1569920	1578320	telling you if you mark level correctly it's the the capacity to identify resting orders then you can
1578320	1585120	see a lot of stuff you can see the inability of the buyers to break out for multiple times we only had
1585120	1591200	one test okay you can see if they lock in the movement so the aggression of the sellers control like
1591200	1597760	you need to have something like this you can use a lot of stuff but the ability to mark the level
1597760	1603280	it's based on the the the first time that the market reached it was the rejection
1603280	1609520	okay this one was the first level of the day that we marked we'll make it blue but it's
1609520	1616240	count unfortunately it's counter trend this one it's counter time this one
1621200	1622240	it's trend following
1625920	1627200	mamma mia
1631200	1633600	i cannot even watch the chart that immediately
1634800	1640400	will it be a squeeze if you break the green box guys from how how the price action is unfolding
1641120	1645440	i will not say that it's so smart to take along
1645440	1653040	yeah we can see we can see the downside pressure now you can understand that even this small movement
1653040	1658960	okay even this aggression of the sellers that you had here if you think about entering at the level
1658960	1665440	and closing above it's a huge risk reward what is this information what happened candle is closing like
1665440	1674960	this what what does it mean all these sellers got absorbed all of them
1678080	1682000	all these sellers got absorbed now what they try to do they try to reload here
1682800	1688720	they try to reload on the same level okay you know when you will have a good movement
1688720	1692000	a good movement you will have if we manage to break this law
1698320	1700960	if we manage to break this law we have a good movement
1705680	1711360	as always guys it's for educational purpose it's not financial advice
1711360	1721200	okay don't risk your money use it to study look again is is this precision
1722800	1729520	something that will make you satisfied of your level of knowledge precision on the down level
1729520	1736880	precision on the top level see how it rejects okay now if these sellers
1736880	1745120	push against this wall you have a movement that is interesting okay because all these aggressive
1745120	1751600	sellers gets a confirmation of the direction of their their positioning okay so they can load back
1751600	1757360	again and you can see a candle that gets populated by aggression aggression aggression aggression aggression
1757360	1765280	okay but you need to push the downside now they are fighting if the market bias today is long
1765280	1771200	we don't need to go higher from the value area law of yesterday this is only one model this is the
1771200	1777280	profile framing on the long term yes you can go long let's go on the profile framing and comment
1777280	1785040	this together okay what happened what happened here where is the value area law of the previous session
1785040	1792560	it's here okay they try to tap the top they got rejected tom do you agree with me that this rejection
1792560	1796960	is not a good sign is not a good sign and that the value area law is really far and they didn't even
1796960	1807120	reach the poc we have a little bit of space to retrace yes or no tom that's the point but your analysis is
1807120	1816400	correct like the value of the session is telling us that we go high okay the value of the session is telling us
1816400	1832480	that we go higher back on this level look again the third time now one two three four four time okay
1832480	1839920	remember that every time that you attack the level the level gets weaker because other orders gets filled
1839920	1845760	nice level with the naked poc yes a man
1849360	1856240	what is your smartest way to add position as entry point changes and you mind that taking a b a b a is
1856240	1862320	not a problem a b a is not a problem you see what i told you every time if you see that your level
1862320	1869600	is not holding and the sellers got absorbed like here for example this information what is telling you guys
1869920	1874400	this block here what is telling you
1876720	1879360	going up or no squeeze up or no
1891120	1897440	these buyers got rewarded the candle closed long we managed to break this level and we have a huge cluster
1897440	1902240	between here and also the downside area okay they are squeezing the top
1906240	1911520	okay now these sellers absorbed or no you see this is the pattern that i usually take the squeeze
1911520	1913440	is is this sellers absorbed or no
1913440	1923840	absorbed absorbed you see you see how the the market behave the sellers it's absorbed the buyers got
1923840	1931440	confirmed even if you enter here not here still an amazing run up you don't need to make one two
1931440	1937760	three one two four always let's see also the next level how it behave now they are testing here
1937760	1956240	what happened on the testing level there was a 97 sellers absorbed they put another 75 contract here is it
1956240	1958240	is it rewarded or no
1962240	1964080	no okay then
1964960	1965760	when you make
1966560	1971920	this framing of the area okay remember that also the small position
1972480	1975200	okay this one is a one two three point nine
1975200	1981360	if you go back to the top now we just tested again for the third time it's a one to five
1982800	1987360	okay covering yourself below the area this is the squeeze setup
1988960	1998480	you see how the market continuously tap into this cluster you see how we tap into a reload all this cluster
1998480	2000480	okay
2001520	2003280	it's where the market took a decision
2004960	2005280	okay
2006160	2008080	and the decision that the market took
2009040	2012400	is it long or is it short this one it's another target one to five
2013040	2015200	one to four point nine at the third touch
2020240	2024480	okay the problem you know where is the problem when you try to make
2024480	2031200	the super sniper one to ten now this one is still not super long but
2032320	2036080	remember that the more you are greedy with your target
2036080	2040960	the less the probability that it get reached is look at this amazing lesson
2043680	2045200	the market show us live
2047840	2050400	mind blow clear guys
2050400	2055040	look here now
2059520	2063040	what happened here also let's see if there is another setup
2069040	2077040	not so choppy it's moving it's moving they tap into these 255 contracts
2077040	2082880	they tap into this but this one this one here
2085200	2092720	it's a trade that it's a little bit difficult to take because you have always also this inefficiency
2093920	2103120	okay now if you frame here 139 255 73 65 62 do you agree that if we if we need to
2103120	2113760	make an analysis only based on numbers the most important aggression of all this chart area is this 255
2116480	2118160	is this okay for everyone guys
2120320	2123120	number if we need to see
2123120	2130720	see everyone the same stuff i'm not thinking oh this level broke this one so i make a consideration
2130720	2133440	if i want to make it stupid simple
2134320	2140000	and i want to take only the horizontal level not about of absorption that we talked before that anyway
2140880	2143280	anyway sustain the price
2145040	2152960	anyway sustain the price and i want to see in this aggression which level is the most strong and is this
2152960	2160400	one okay and is this one and here you understand also the flexibility that you need to have
2160960	2168480	because we were short here the first time it took an amazing explosion down then it came back three times
2169040	2174880	but when the market tell you something like this and you continue to short it's your responsibility
2174880	2178880	because it's you that you don't care about making money you only want to be right
2178880	2179840	do you agree with me
2188240	2194240	okay now also for this setup you can decide to execute with a stop loss before the area with the
2194240	2199760	target here or you can go for the home run okay you can go for the long setup
2199760	2206480	up with a huge risk to reward but this one have a lower strike rate you will have around 30 to 35
2207040	2209520	win rate so you will see more red
2209520	2219040	640 we consider a stop area 640
2221120	2229200	640 if i need to go long term okay so you had two choice either you enter here and you take us a target
2229200	2237200	above the eye or either you try to shoot it to the next level and the next level that i can see is the
2237200	2246080	25 646.39 okay now what happened here they did they did a failed auction or they did a breakout
2247040	2250000	is this a confirmation of selling pressure or buy pressure
2253760	2258080	unfortunately failed auction and after the failed auction where they came back
2258080	2264720	they came back they came back to the same level that saw the sellers absorbed before let's do this
2264720	2274480	together okay let's do this together we take this we print it here okay and let's say that we don't have
2274480	2281840	the big trades we only have the fixed profile you see that order flow is democrat democratic we see the same
2281840	2290880	information all over together look at this delta delta where the market rejected first time here first
2290880	2298800	time here it's not magic it's orders there is no skill in what i'm doing there is only reading
2298800	2314240	10 000 account i don't think i would also be able to open the mini no i'm pretty sure so the only
2314240	2322800	opportunity you have is micro ala if with a 10 000 account but maybe it's smarter if you have a small
2322800	2330320	account a prop firm only micro yeah but still guys when you are in the learning process okay it's okay
2330320	2335280	what's the problem if you are learning you don't need to see the number you need to see the process
2336320	2343360	remember that in futures trading that is regulated market if you are good there are
2344000	2347760	millions of investors all over the world willing to give you money
2347760	2355600	yeah there are a lot of investors so you need to learn the skill you don't need to raise capital
2355600	2362080	by yourself what an amazing auction guys what an amazing auction today what an amazing auction
2363040	2369680	is respecting the level like crazy like crazy
2369680	2380880	that's what i'm doing starting with 10 000 market to get consistency and confidence then going to put a
2380880	2386880	couple hundred in once i'm profitable yeah i think it's a smart choice keep
2391200	2392720	i think it's a smart choice keep
2392720	2406400	now guys i think the first reaction we will see at this level 25 646. look at this gap look at this
2406400	2413280	small gap can you see it there is a small gap between these two candles if the candle close green is
2413280	2422560	shoot does and goes to the to the next level you see how they reload on the gap this is inefficient
2422560	2426560	volume because it created a micro gap
2429840	2432160	and when they go back here the market reload
2435200	2435680	nice one
2439760	2446800	really nice you see the first rejection when you get close to the level one okay how many of you took
2446800	2454000	the sniper guys and not only one one two three third test how many of you
2455760	2458000	uh hacks didn't took it amazing
2460480	2468240	ah you are still in roy going really high damian is ten thousand dollars in profit personal or prop account
2468240	2476080	four hundred dollars for rick i took three of them nice henry ftmo okay still money
2479040	2481840	tick by tick you have data on deep charts acts
2483600	2486640	i made four hundred dollars today personal nice armon
2486640	2498320	i've been with you since the boot camp i never thought i'd be this precise amazing another guy with another sniper
2500720	2505680	top step today was behind deep charts i was farming you are printing money amazing
2505680	2516080	so good now guys remove the long okay let's not consider the long i always think about the first touch
2516080	2521600	okay you see the first time they reach you see it's clearly visible the absorption it's visible that on
2521600	2527920	this level there are resting orders okay there are resting orders on this level now what happened that
2528480	2536080	usually you do reload on one level if you want to break so i would like to say some aggressive sellers that
2536080	2544720	get absorbed or seeing the price going back to this balance level price going back to this balance level
2544720	2551520	but these are counter trend trade and i don't like to take them i don't like to take them
2558560	2564880	they are really trying aggressively to break remember that this level is sustained by 39 250 89
2565440	2576160	around around 25 million of notional value okay and if this gets broken we shoot strong
2576720	2580720	we shoot strong up you have a squeeze okay you have a squeeze
2583760	2585040	look how much is beautiful
2587920	2592960	a squeeze guys is when you see a sudden acceleration so from here it jumped directly
2592960	2598400	maybe here with one single candle because there are a lot of closing of cell
2601040	2606320	unfortunately there is not a big participation from the aggressive buyers so big orders in this
2606320	2613600	movement the last loading they did it's here this is the last loading they did one two three four then
2613600	2623200	they stopped no now i don't see anything that we can execute buyers are scared now no it's not that
2623200	2630480	they are scary just that they are high in the curve you see here a lot of participation here a lot of
2630480	2637840	participation now there is a dry up in volume it's a little bit dry the movement but still when they go
2637840	2644800	back to this level i can see the buyers reloading you see they try to break three four five times and
2644800	2652240	they always hold this level that they broke it means that their intent is to go higher
2653760	2660880	okay their intent is to go higher i usually don't like to take trades when there is no support from the
2660880	2667840	aggressive order market participants but if you have other confirmation that you like to use maybe the
2667840	2670400	delta profile footprint you can do it
2679600	2684080	speed of tape is dry but i think it will get soon
2686640	2687840	soon interesting
2690880	2699280	because now you see oh you remember the last live that i showed you
2700560	2707120	look at the coherence you see that this vertical candle it's the one populated by this aggression of
2707120	2707600	sellers
2709920	2716080	it's the same candle and it's the candle that initiated all this movement this is what i was trying to
2716080	2723360	to explain the last slide that i gave you the model with deep trades plus the aggression candle of the
2723360	2734160	speed of tape this mean that is interesting is 681 a good tp where is 681 681 681
2734160	2744880	yes it's a smart tp but i don't understand why you are trying long in the no man land see that there is
2744880	2752000	nothing here okay the last opportunity that i see long is one and two that is the two that i told you
2752000	2757040	anyway now it will be so entering at this cluster
2759120	2776400	it's one two six entering with a really high stop loss it's a one to two point five still paying out
2776400	2783440	i took two now securing one hour
2784880	2789840	oh you took two one to one risk to reward it's it's still good yeah i know there is
2789840	2793200	perdming arzalan we will cover it don't worry i want to do some
2793920	2805680	charting because today he already gave us multiple opportunities that are amazing
2808480	2810960	see how they it's shy the speed of tape
2812480	2818240	speed of tape is shy aggressive sellers remember this level that i told you the one that they will
2818240	2824960	visit you see so now the speed of tape is loading now the speed of tape is loading and the speed of
2824960	2831440	tape look look look look at the aggression on the downside of the speed of tape
2834080	2835280	populated by
2839280	2846720	aggressive sellers and which is the level that stopped at least for the first time all this collapse
2846720	2851840	does it make sense to you that it stopped here with the week yes or no
2855040	2856720	it's not subjective
2860080	2861280	it's not subjective
2864800	2872480	and look how much the market is amazing now the speed of tape of the buyers it's super aggressive
2872480	2877920	they are reloading to protect this level so they are fighting they are fighting in this area
2881040	2886400	against sellers trying to recover the aggression aggressive pressure that they put before
2889040	2894160	can you still consider to take different type of trades like momentum breakout when you are in a
2894160	2897920	whole balance space you can take yes but you need to be
2898560	2906320	not exactly at one level value area high or value area low because it's the probability that you will get
2907440	2912960	into consolidation because the aggressive orders meets the limit price wall on the top or on the
2912960	2918960	bottom is giving keeping you in consolidation this is the worst case that you can have for
2918960	2921200	uh a momentum trade
2924000	2929920	would you consider a cell continuation i will consider a cell continuation if we break out this level yes
2931200	2932720	if we break out this level yes
2934400	2942400	but this one for me this aggression that got absorbed here and this reclaim of the level that got
2942400	2949600	reconfirmed here it's a really good sign for the loan it's a really good sign and it's possible that
2950640	2958320	if we manage to recover this huge candle okay and we see i i don't ask a lot but a little bit of
2958320	2963920	participation of the buyer some big trades then we go to the target that the other guy said that
2963920	2972000	is this one so let me clean everything and only mark the sensitive areas that i'm watching sensitive
2972000	2979680	area one sensitive area two this is the absorption this is the intermediate area that we don't need
2979680	2985360	this goes broken this goes broken so we don't need this is the playground this is the playground
2989840	2996800	fabio will you consider shifting your view of course of course i will consider shift shifting my view
2996800	3003440	when the market tells me so if the market gives me an aggression on the downside that breaks this area
3003440	3009440	breaks this area and break this one i will say probably we now are ready
3009440	3018720	to attack the law and for attacking the law i mean attacking the 25 545
3021200	3030000	but as of now for example guys this one okay this pattern on the most important area that we saw
3030000	3038640	gives you the vibe of a rejection or a continuation short like will you short now yes or no
3040400	3048160	you can short now okay if the market gives you the breakout so if this candle boom aggressive here
3048160	3056000	you can take a short on the momentum phase but till the buyers are so aggressive here i think we tested
3056000	3064160	four times and each time they rejected we don't have the clue that the aggressive sellers are strong enough to
3064160	3073120	break okay okay we have the clue that buyers are protecting the level and they are doing this
3073120	3079120	amazingly because also the last test that they did here the sellers got completely absorbed
3079120	3086480	this is the intermediate wall that the sellers are putting
3087920	3097600	if this one gets broken expect volatility 25 632 if this one gets broken from the buyers expect volatility
3097600	3106240	and if you are waiting for a confirmation to get short wait for this level to collapse wait for it to stop
3106240	3109680	printing this week and to have a clean break
3109680	3115920	let's see how they behave
3115920	3125440	i cannot look at the picture and no because i'm watching chart
3126880	3134400	now another time they filled into the inefficiency also of the 139 executed contract and now i start to
3134400	3140320	see popping the speed of tape long can you see guys i don't know if it's big enough otherwise i can
3140320	3145920	amplify but you see that it's green this candle and this candle is telling you that the speed
3146800	3152080	of tape of the aggressive market order on the buy side it's interesting and it's always on the same
3152080	3158000	level it's always on this horizontal level now they are fighting this is an important decision level
3158000	3163360	you don't load your picture and no i only see a blank image
3166480	3167200	there is nothing
3170160	3171440	yeah they are defending
3173680	3175040	the buyers are defending
3176240	3178240	let's see where we are in location
3179920	3183520	we are a little bit below the value area i
3184400	3187040	a little bit below we are almost at the poc
3188000	3199680	they are really trying their best they are really trying their best to break it
3201360	3206960	and now the speed of tape you see is growing from the sell side one and two this speed of tape is
3206960	3213760	really high from the sell side i will be surprised if they don't break it now because it means that there
3213760	3221520	is a huge absorption wall from the buyers if they don't break with this speed of tape and with this pressure we reject
3224080	3225280	look how much look how much
3225280	3231840	this one considering all the aggression is matched only by this
3241600	3247600	yes of course we can go through it peter of course we can go through the deep effort now i want to watch
3247600	3250800	this interaction then then we go through the deep effort
3255040	3261280	really curious to see can you understand guy which level of a fight they are putting in here
3261280	3268480	which level of a fight on these three tick there is between buyers and sellers
3273680	3278720	and this is the moment where you risk slippage this is the moment where you risk slippage because maybe
3279440	3287360	you try to put your order here with a stop loss slide below the level gets broken and the candle squeeze really strong
3288000	3289680	because this this is a decision level
3293040	3294880	this is a really important decision level
3300480	3303200	they close like this with the speed of tape
3307120	3308720	so the sellers are in control
