start	end	text
656320	664560	but if you have any doubt that what i'm teaching you maybe is something that is subjective i will upload
664560	671120	you the research paper that will give you the understanding of the biggest institution and
671120	680320	university in the world of why volume is the best data you can use for trading okay i will upload certain
680320	688720	research paper that demonstrate the relationship between volume and price okay so when i see big
688720	694320	trades big trades is giving me an insight not only of what's happening now but also what's
694320	702000	happening next this is an edge this is an informational edge clear for everyone guys three in chat
703760	708160	this session you need to have a little bit of patience because before going to the chart
708160	714320	to the explanation we need to go a little bit through what this program includes okay we will do
714320	726480	from this week till the last week of march okay so we will cover all the q1 and i say two lives per week
727120	733840	but it's possible that if the weekend i'm free on sunday i will go live okay i will send a message and
733840	740320	i will go live because i don't watch at the clock i don't care maybe one time one one session the market is
740320	745680	this job is not very interesting we do one hour maybe one session the session it's amazing i want
745680	752640	to explain to you we do four hours okay maybe one sunday okay i see something that i want to comment
752640	759440	with you based on macro we go live even if it's not scheduled i will send you a message and you can join
759440	768000	and if you cannot join you will be able to find all the recordings guys in the section okay so you will
768000	777920	have a section with one second i want to let me see if i can remove the notification a lot of people
777920	786400	are talking and this is giving me a lot of ah but i think you cannot hear can you hear notification
787120	789360	i don't think so let me check
791440	796720	no i don't think you can hear is it bothering you okay no notification so it's perfect
796720	805200	okay okay if you cannot hear it's not bothering you while you fall okay so research paper on why
806080	812400	volume okay in this program this live charting program i will debunk you
816800	826640	the reason why you lost money following gurus okay so i will not go politically correct
826720	833760	i will explain you exactly why what you think psychology is lack of understanding why because
833760	841760	95 percent of the guru in the space are building a cult to sell you something but they don't trade
841760	848640	themselves and this is a problem because what can you expect from this of course you cannot expect
848640	856240	anything capable of giving you an edge okay so we will not go easy on this today
856720	867200	session we start let me clear everything for you today's session we start with my main
869440	880880	order flow models okay that we will use through all the lives so i think it's better
881840	892560	for people that are in the study phase or that wants to go just 20 minutes through all the process okay to be able
893120	902880	to see uh together what we will be going to use today so if they have any doubt okay they will be able
902880	908880	to go back to this lesson when we do live charting and go back and see ah okay that's the reason why fabio
908880	915360	is waiting for along here because this is the reason because this is the confirmation and he using a
915360	921840	momentum model or is using a trend following model or is using a mean reverting model for what he explained
921840	930480	in the first live do you agree guys two in chat two i will interrupt just one second perfect i will interrupt
930480	943600	just one second the screen share so i will be able to set everything in choose screen give me one second to be able to set
943600	948720	okay okay this one is here
953840	961520	okay should should be perfect to start one second guys now we start with the sauce
963840	964960	just one second
964960	973120	just one second
977280	983120	amazing okay now i go on share screen again
987840	988800	and we can start
988800	1000080	okay give me one in chat if it's visible back again for you the screen we are still using excalibur
1002000	1002720	can you see it
1006400	1006880	perfect
1010480	1015280	okay okay now let me see here
1018800	1020800	okay
1021760	1026240	okay we can also remove this to not have notification bothering me
1026960	1030400	amazing amazing amazing so what we will cover
1031200	1039200	we will model okay that i use for nasdaq specific and we will cover also what's related
1040080	1044800	to the execution logic okay
1044800	1052320	okay so we will start from the market scenario and behavior and i think we can go directly
1053120	1056960	to today's session later okay so we will even if it's the first
1057680	1065280	program we can already start charting today okay i think it will take me around 20 minutes maximum 30
1065280	1069120	minutes to go through the model and we will go in
1069120	1079200	in the practice so you have practically three model i want you to save this okay you have the model where
1079840	1082880	the market it's in a balance phase
1084720	1085040	okay
1085040	1094080	this model is working really good when you are closed inside the previous
1094080	1098240	i want you to go through the model i want you to go through the model i want you to go through the
1098240	1102960	cash session okay and we can make a lot of money with this
1104080	1107120	by trading the absorption
1108640	1113440	at the top with the big trades how many of you did this guys give me one in chat
1114320	1120960	and trading look at people in shots already milking and trading the absorption of the sellers
1121840	1129280	on the downturn okay this model is mean reverting is making you me today stm amazing this model is
1129280	1136160	making you a lot of money when the market is stationary okay and you have two opportunity the first
1136160	1145120	opportunity is to trade from the bottom to the poc the second opportunity but this is when the profile
1145120	1151920	framing is aligned and we will go through it is trading from the bottom to the value area i and
1151920	1160320	also trying to take a sniper at continuation okay i will give you immediately an example about this or
1160320	1168480	don't worry we will go through everything you learn don't worry any doubt that you have the reason i
1168480	1175120	capped the the slot and the reason i didn't let the beginner in is because i know that all the
1175120	1182720	questions that you will make it's a smart question so for you it will be really easy to receive my support
1183440	1190240	okay now i'm talking about cash session okay so i will make it easy just give me
1190240	1199920	one second i give you this explanation this is the up phase this is the down phase okay so the other
1199920	1215760	opportunity you can have is this you have absorption at the top one two you have absorption at the bottom
1215760	1223120	you fade the absorption at the bottom to go back
1225920	1229280	to this okay so to the poc
1230480	1238320	but the absorption at the top you want to go to the value area low and potential breakout why is this
1238320	1246400	i will explain you this i will explain you this to take a decision if you want to do this game using
1246400	1251760	the cache session okay in mean reverting remember this is a mean reverting
1255760	1265440	balance model to understand this you need to understand before where you are in the profile framing okay
1266080	1272960	now the profile framing it's based on the volume profile i have some people that text me fabio look
1272960	1279360	i'm beginning to trade i'm using the profile the volume profile of trading view can i use the volume
1279360	1287600	profile of trading you guys is not using real volume but i use both of them side by side and the distribution
1287600	1298080	is it's not changing like the uh order flow related to footprint it's changing a little bit the distribution of the cache session
1298080	1305520	it's almost the same okay there is no big change about this so you can use without any problem okay
1305520	1314320	but if you have a professional order for platform okay it depends on what you you prefer i use deep charts and i participate in alpha research for deep charts
1314720	1324240	you can use this template that is already available okay this template here it's what i use to do profile framing
1324880	1331600	okay when we do profile framing we want to understand who is in domination of the market so
1331600	1334480	so if this is the
1337760	1341920	gauss distribution of the session of monday okay
1343120	1346240	this is the gauss distribution of the session
1348320	1352720	of tuesday okay this is the gauss distribution
1352720	1360160	of the session of wednesday what the market is telling me guys in in chat
1360160	1373440	the value is building up okay so if the value is building up i do profile framing and i mark the
1373440	1380560	best areas okay so i mark this value area low that is also overlapping with the previous value
1380560	1387120	area high and if the market goes back to this value area low of the cash session the next day
1387920	1394880	i have not only this move back to poc i have also this move back to value rei and i have the
1394880	1402080	continuation this is exactly when i want to use this model is it clear now for you so the first
1402080	1408000	step is profile framing when we are long on the profile framing okay and i see the market being
1408000	1414800	choppy so i have the session of today maybe that is closed here inside if i have to choose one
1414800	1421600	position mean reverting i go back for example from here to poc but if i need to choose from the bottom
1421600	1430160	line i go for extension okay 100 clear perfect the opposite is for this the opposite is for this we
1430160	1440960	have maybe uh let me go on white we have maybe monday tuesday overlapping here you can merge these two
1440960	1448480	profiles you can merge remember and then i have a shift down okay for a shift i mean that the value area
1448480	1456720	low is lower and the value area high is lower this is your delta in shift of the single session okay
1456720	1467200	now in this case i have two sensitive area one is the value area i as we saw before for the session
1467200	1474800	and another one it's the poc as we know no the poc of the single session it's important it's important
1474800	1481520	this and it's important also the poc of the session that created a breakout then we will go to see of
1481520	1487840	course we will see roy then we will go to see the example that i took live uh how many of you guys
1487840	1495360	saw the session of 50 000 that i uploaded on youtube please watch it it's a session where i took this play
1496080	1505680	it's a session where i took this short play okay on the test and i monetize all the collapse down
1506320	1512720	all the collapse down also with a confirmation of aggressive buyers not managing to break the top
1512720	1518880	okay and this was uh was something incredible because the risk was really low on this position
1518880	1528000	so remember that in this case you have sensitive level one and cluster two poc and value rei when you
1528000	1535280	reach here maybe this is the session of today okay we are starting inside the cache so we are mean reverting
1535280	1541840	i see the market going here i see one trigger from order flow i apply this model
1543600	1551200	can i go on is it clear for everyone so i'm still mean reverting but the execution logic is not cutting my
1551200	1560560	position you see because i'm in line with the institutions okay clear amazing now for this model
1560560	1568320	that is the model related to mean reverting guys you want me to uh to add also a little bit of
1568320	1575440	fundamentals because on this model i apply also the commitment of traders report so if you want i can
1575440	1583280	give you the blueprint okay let's do it you go on trading star you go on trading star and you watch
1583280	1590400	specifically this is giving you code report with interactive charts okay and i will share in the chat
1596640	1597920	and i will send you here
1597920	1609600	okay so in the chat you can click there is the commitment of traders here and you can go with me
1610160	1619520	directly to indices okay and we will go one by one we will start the first one and we open the
1620400	1631840	cut report of s&p 500 okay the cut report of s&p 500 it's on the long term from asset managers non-commercial
1631840	1637360	it's asset manager let me go through this explanation because this one is a multi-day model or a single
1637360	1642400	day model but it's a logic that use the fundamental data
1642400	1654880	okay so you want to follow institutions institutions are non-commercial and asset managers okay part of the
1654880	1657200	asset managers and leverage money
1659680	1669040	okay exactly do exactly as i do hamet so you go here you go in the first line okay this one you don't need
1669040	1674880	to click not cut futures not cut legacy you go directly here you go in the section indices and
1674880	1684880	you click on the legacy one here okay so what we are seeing now on this one is the long-term positioning
1687040	1693440	let's check ud2 is saying that it's laggy for everyone else the live is working good it's just him
1693440	1701440	because my connection is it's amazing like i i have more than 2 000 megabyte in download and upload
1701440	1711280	amazing okay so it's just him okay now 370 000 against 248 000 what does it mean guys we mean that we
1711280	1721440	have a skew okay if we mean if we have a skew on this one it means that the skew it's on the short side for the institution
1721440	1736720	for 122 000 contract okay 122 000 contracts multiplied by 50 dollars per contract okay it's an exposure
1736720	1749520	of multiple millions okay in terms of skew now when we think about the skew of the last release okay the last
1749520	1758400	release is telling me that in the short side they added 35 000 in the long side they added 20 000 so
1758400	1766480	there is a skew of another 15 000 on the short side is it clear so they are on the long term they are
1766480	1774400	already short on the shorter they added some longs and some short probably this is for coverage okay but
1774400	1783520	they added 15 more shorts so their overview is still short now i show you how they are synchronized
1783520	1787280	okay this is the s p 500 let's go on the nasdaq
1790240	1796880	is the nasdaq in agreement with the last release yes or no they added 3900 shorts
1796880	1807920	and they added only 400 long okay nasdaq is still more skew on the long side than s p 500 but we want
1807920	1812480	to see mainly the last release because it's telling us who is putting the feet on the gas
1813120	1823520	and this is a release on the this release let me call some dow jones it's on the 13 okay so it's of the
1823520	1832960	last week it's updated on the dow jones we are neutral in long term and we added 5700 short against 2200 long
1834080	1839600	the last release is this the changes okay you always need to check
1839600	1848000	check the net so they had 500 and seven five thousand and seven hundred short they added 2200 long
1848880	1858560	it means that they have that 3400 500 short more is it clear for everyone or no no no no i don't check
1858560	1865120	this every day mark here i only check this when the new release comes out i'm explaining to you because
1865120	1873680	this one it's extremely useful when you align it with the profile framing so the institutions from the
1873680	1887040	last release that was the 13 okay of january are telling you we are distributing orders their exposure
1887600	1896960	is going short okay the option flow is not related with hyperscalping the options is an information that
1896960	1907440	i use for more long term not for hyperscalping okay so they are distributing order amazing intel i i like that
1907440	1913520	you enjoy carlos okay so when we see that they are distributing order from the 13th of january
1914080	1923440	and we go back to price and we go back to price and we see that the 13th of january was exactly on the value
1923440	1930400	area i now this rejection at the top of the value area you see this line is the value area i know
1931840	1940400	they start to make sense yes or no these three days of distribution they start to make a lot of sense
1940400	1947680	okay and what's good and the reason people lose money by using cot because they don't understand it
1947680	1951840	is that once you have a framework for the indices
1951840	1970400	okay you can cross confirm the s p 500 the nasdaq and the dow jones and the russell if you want
1972160	1978160	and you can build a matrix okay you can build a matrix and if
1978160	1991520	majority of them have a last change with strong short exposure okay and for short strong exposure
1991520	2000960	i mean that the delta is 30 percent let's say for example if they add 1 000 long and they add
2000960	2011600	5 000 short for me it's a strong skew they expect the market to go down the last week okay and what
2011600	2018240	if one is long and the other one is short in this case i'm at let's say for example that they add
2019920	2027360	they it's short here okay it's closing 2000 contract it's even better because they close negative no
2027360	2033920	they close 2000 contract long and they open 5 700 short it means that the delta now is 7 000
2034480	2042400	so they are even more convinced to go short okay i can give you an example on the crude oil if i'm not
2042400	2053600	wrong the last release of the crude oil was like this not this but the release of sixth yes look at this
2053600	2062160	okay on crude oil okay on crude oil you have 4 800 contracts short added so they have a bias in view on
2062160	2070720	the short and they also say on the long side i closed 2 400 contracts so they have a net short in bias
2070720	2074160	of more than 7 000. is it clear now
2074160	2081440	okay for the indices yes you can check that you can check the american indices
2083120	2091520	so now going on this on the first model okay we are inside here and we don't need to guess
2092320	2098240	only only non-commercial robin i only watch non-commercial why i only watch non-commercial
2098240	2106000	because non-commercials are speculators are asset manager are leverage money they need to make money by
2106000	2114080	the price moving commercial have different objective not reportable or retail i want to see the whales
2114080	2122800	what their whales are doing okay and when you cross-reference this when you cross-reference this and you go
2122800	2124320	for example
2129200	2130800	you go for example on
2133440	2143280	the nasdaq no sorry the the s p 500 cut legacy you can go down and watch it deeper okay let's do a game
2143920	2149440	let's do a game guys because this is how the market move without fluff without type and without
2149440	2155120	anything else that can only waste your time you remove no reportable and you remove non-commercial
2156160	2161440	you amplify this okay and you make it bigger
2163280	2173440	okay so what we are doing now is we are watching s p 500 max exposure okay for timeline what's the
2173440	2179760	biggest cell exposure that you see in this chart okay you can see the cell exposure that is the
2179760	2187600	biggest on may okay they started to sell heavy in beginning of may okay and in beginning of may
2188160	2197280	what you can see is that the market had a strong move down okay had a strong move down if we reference this
2197840	2206640	to the last price action to the last year okay and we go to see here what happened we had a top in non-commercial
2206640	2214480	on november okay a top in non-commercial in november from november they only distributed volume so
2214480	2222320	so let's go here and let's go back okay let's go to november
2225440	2233520	okay this is november is the fact that institutions distributed money coherent with volume yes or no
2233520	2245760	it's of course it's coherent they sold the l but when they sold when they sold guys let's let's check
2246880	2254320	let's check they start the cell exposure really strong from the buy level 12 of november from that
2254320	2268880	moment they never recovered okay perfect we start to go down with a strong shift look here okay when we
2268880	2276960	start to go down shift here up move switch of behavior and is exactly the beginning of november
2276960	2289280	okay and they went down here till the 21 of november so you have a skew between the data and the actual
2289280	2296000	result that it's incredible okay it's the same now i'm showing you
2298320	2302560	this one okay i don't have on the chart but if we want to go
2302560	2310000	on 2025 we can go in march okay you remember in march what happened we had a sudden move down
2310800	2319200	from the indices and this movement was supported by fundamentals if we go here in the last release
2319760	2325200	okay and we watch the last exposure we go in non-commercial from
2325200	2338160	82 000 to minus 94 000 to minus 105 to minus 121. this is billions of exposure what do you think the market will do
2342240	2347840	what do you think the market it will dump there is no other way around guys okay and what it's doing
2347840	2357040	is going down for all the following weeks okay now this movement that the market is doing one guy is
2357040	2366240	asking was it predictable for you guys for people that saw my profile framing on deep charts what i said
2366240	2373360	for this coming week these slides were still not open what i say what i can expect
2373360	2382960	i can expect i can expect a dump okay i can expect a dump okay that the 25 200 will be it you remember
2382960	2391360	look at this level okay it went to the value area low really close but i think we eat let's check if we
2391360	2408240	it in the pre-market let's check 25 000 here we go look here look here in the cash session opening
2409520	2413200	25 000 and two one the bam okay they went even lower
2413200	2421840	yeah and they will eat a wall exactly what happened okay but this is something that we are doing
2421840	2427360	already from months okay and we will do also here because when you have everything when you have the
2427360	2436080	information related to volume you can build your narrative okay now someone is asking fabio but why
2436080	2445840	if the data are short on this side you expect that in the following week
2448000	2452000	we will go from the value area low that we already touched here
2456160	2457600	why do you think we will go
2459600	2465200	up here and i think you can understand when you understand this chart
2466080	2473360	you can understand that the maximum exposure they have it's on the long side for the short term
2473360	2480240	okay they are just taking profit here on this level on the level that we saw and we marked together
2480880	2488000	but if we go on the long term and we see they approach this level multiple times okay look here
2488720	2491040	the first time that they approached this level
2491040	2500080	this level was here and they had this retracement in thermal volume okay then
2502000	2507680	we take this level again we reject really strongly this is a super important level from the sellers
2509120	2513040	this time the movement that we achieve from this level is this one
2513040	2528560	okay after this we go close and we do another movement and now the price is rejecting here going back
2530320	2540160	inside the range okay in this case what i can expect from the session of today is not continuing lower
2540160	2546480	because i already gave the level it was the 25 219. i expect this to to close
2547360	2551520	in the middle of this two session okay in the middle in this area
2554240	2562000	okay why i expect it to close and i'm explaining all my process all my process from a to b
2562000	2571920	because now we are going above the value area and the market is out of a consolidation phase so now
2571920	2579680	it's a moment for the market to build up okay to build up and if we think about this
2581120	2587840	let's think about this no if the market wants to build up what what is the most important level
2587840	2595280	of control the market can find on the way up the market can find on the way up is the first point
2595280	2604160	of control that is this so it's a test of the ceiling of the previous week okay this was the law of the
2604160	2612000	previous week in terms and then we have other targets here okay but when we go now i want to go
2612000	2617760	immediately to charting but i need to explain before the the models okay but when we go on the
2618320	2627600	because this was the best opportunity of the day when we go here on the deep trades for the chat
2627600	2632560	can you explain to me what you see in this cluster and in this cluster
2632560	2642400	look at the level okay the price tapped into the level that i already saved 220 we have a strong
2642400	2649440	rejection this is incredible positive delta the buyers are getting rewarded they are extremely
2649440	2655120	aggressive on the level they reload here and what is more important you know what is more important
2655120	2662320	than everything else that these buyers when sellers try to engage the level here they say
2662320	2668400	where do you think you are going where do you think you are going and i i don't think this one
2668400	2675600	will uh finish finish faster this movement i think we are just starting the momentum of the day
2676800	2682960	okay what the market is telling us with this candle like i want to explain but i also want to
2682960	2687520	chart with you but but i need to understand that we will have a lot of session okay what the market
2687520	2695200	is telling you look i try to be to break above the level of absorption that i had before okay i try to
2695200	2702960	back up above i managed to do it now what you need now you need sellers that try to push the price down
2702960	2710480	but they cannot you see how much they are trying probably soon you will see some aggressive sellers that
2710480	2718480	got absorbed okay that punched a wall and where you can find these sellers we don't need to guess
2718480	2724960	too much we can help each other so the first information we have is that the value area of
2724960	2733200	the cash session is on 25 392 and the price as you can see you see how much it's having a hard time
2733200	2739760	breaking it these are important level guys you see that it's with this line it's inside it's not easy for it
2739760	2745920	to break it and it's going up and down is it clear i don't know guys if it's clear you can see but
2745920	2752400	this line this white line trying to break the cash session and then getting rejected back down is it
2752400	2759600	visible is this line here amazing okay so this is a decision level and you have this decision level
2759600	2767040	marked in red you have this decision level marked in red and what you can see here is that the sellers
2767040	2779040	every time they engage the 25 390 they are trying to keep it down okay this is the exact ceiling of the value
2779040	2789200	area this is the level that is trying to push the price down now what's funny is that if we manage
2790000	2794800	to break this level that is also the previous absorption
2797360	2803600	okay if we manage to break this level we have a gap and this gap
2806560	2811280	is the first level that the market will aggressively want to rebalance
2811280	2819440	if we break this value rei is it clear all the reasoning and someone can ask fabio but why
2820080	2827360	because market maker don't like inefficient transaction they make money only when the
2827360	2837040	market is efficiently transacting so my playground for the day okay my playground for the day will be
2837040	2844800	seeking this momentum explosion okay we'll be seeking this momentum explosion from the moment we clearly
2844800	2852880	accept before the above this cluster okay if it reach the gap will it spike i think we will see a good
2852880	2860160	up movement i think the momentum will catch up the moment we reach this high and you will see an
2860160	2866960	aggressive movement up with first strike second strike third strike and if it arrives here it's a masterpiece
2867840	2880480	okay this is the playground now when we go on the long term okay we cannot shoot for a target that is
2880480	2888080	for example here but why we cannot shoot for a target that is here because if we do our usual
2888640	2898800	profile framing analysis in yellow we understand that for the multi-day pressure the pressure is still down
2900720	2901440	is it clear
2907040	2916240	amazing so you need also to understand what the market is telling you now let's go on because we saw together
2918080	2927120	we saw together the framework using fundamental analysis and single day and multi-day profile framing
2927920	2935600	plus the confirmation of the consolidation phase to get mean reverting execution that are
2936560	2943600	stealing candies to the market now if this is clear i can cancel this is my video that i did on the
2943600	2951120	psychology i use the same framing i hope you like it and we can go on the second model the second model
2951120	2959200	probably is the one that will present today it's the momentum model okay the momentum model during the
2959200	2968560	christmas vacation gave me an incredible idea okay so i improved it so everyone that also saw it and
2968560	2978560	studied it i'm working a lot on improving my models okay and the logic that i did okay uh on this it's
2979200	2986880	trying to understand how i can catch the best movement of the market adding confluence to know
2986880	2993600	that the market will not catch me movement like this break out and that's not back okay but that i will
2993600	3000000	only take the movement that are like this okay and this requires me a lot of study on research paper
3000000	3010160	on how i can how i can get deeper into the micro mechanics understanding the interaction of the orders
3010160	3015040	and the location of the orders so the momentum model for people that follow it
3016000	3029920	was the following we have a balance okay this can be either a session profile so the actual cash session
3029920	3036000	so the cash session start here and the actual cash session shows you the market going like this
3036000	3047280	okay and then you break it okay and when you break it you have a potential to have a momentum setup okay
3047840	3054960	but this one when you become advanced okay they work amazingly amet because these models are built
3054960	3062880	on the language of the market they are not built on optimizing parameters when you get advanced you can
3062880	3070240	also use the fixed profile how many of you guys use the fixed profile the fixed profile it's incredible
3070240	3075760	it's incredible because it lets you put your skills and understanding of the market
3077200	3084320	working for you at leverage so for the session profile usually what you will have noticed him
3084320	3090160	is that you have one or two opportunities per day because you have only one session profile when it
3090160	3095920	break the cash session you have the explosion and that's the setup okay but when you understand that
3095920	3106720	you can have point a and point b on your swing point okay and maybe the swing point it's like this
3107600	3115360	impulse in the beginning then consolidation phase and then consolidation phase here okay and you get your
3115360	3120480	fixed profile from the point a to the point a to the point b what your fixed profile will show you a
3120480	3131840	distribution that is like this okay a distribution that is like this now you are not slave to one or two
3131840	3138640	opportunity per day but you can do what the other guy was telling uh it was enrico enzo i don't remember
3138640	3146240	and no hyperscalping because you you can have also five ten opportunities per day because every swing
3146240	3154160	point you know how to read and how to identify so the moment from this distribution we will do this and
3154160	3163680	accept what do you think will give us the test usually gives us an impulsive move down okay usually gives us
3163680	3170960	an impulsive move down and this is exactly what i think we can see today when the price break
3176400	3184400	this distribution we are now here we are trying to break this cash session and we are rejecting rejecting
3184400	3196800	what i expect today is this and a huge move up okay exactly exactly this is the momentum model then i was
3197360	3204800	thinking sometimes maybe it break a little bit and come back inside i don't know how many of you had
3204800	3212160	this problem that in consolidation session sometimes you get an amazing execution put your stop loss to
3212160	3218960	break even and then the market comes back and you say okay i had the opportunity to close at one to two
3218960	3227120	but the market came back perfect then the the the other hour the market break again and snap back inside
3228240	3236880	this one it's a market behavior that i seen a lot of times during mid-december from the last two weeks
3236880	3243440	of december and the first 10 days of january have you experienced this guys choppy market every
3243440	3249200	breakout comes back in so this market is really boring for me okay yes you can take some one to one
3249200	3254880	and one to two but it's really difficult to take one to three one to four one to five one to ten one to
3254880	3260640	twenty like the one that i took in the video because the market is consolidation so i think i spent more
3260640	3268640	than 50 hours researching and i find something this is something that i never explained okay i find
3268640	3279760	something that changed the momentum model in a way that it's incredible okay and it's the study of not only
3279760	3296560	the aggressive market participants filtered for size so what we call the big trades okay it's not only this
3296560	3307520	it's not only the big trades but is the study of the speed of these participants okay so i added to this
3307520	3318320	this the confluence of the speed of orders what is called the speed of tape you want to see which
3318320	3327920	kind of cheat code it is we go on the on today look at this cheat code okay you open the chart and in the
3327920	3333600	level that i show you this was the best opportunity for today in the opening okay unfortunately i was
3333600	3343360	preparing the live for you with all the topics so i didn't at the time but when you go on this and when
3343360	3356800	you see that the market is giving you not only big strong aggression level plus cluster of speed of buy orders
3356800	3367440	you see here how many blocks outline of buy orders we have and you see how these big trades gets confirmed
3367440	3374720	look at this 60 locked the level no look at this big orders okay look at this speed of tape okay what
3374720	3381120	the market is telling you you not only have an amazing cluster of aggressive older on this horizontal
3381120	3391600	level but you are also supported by speed guys it's really easy to read you need to read deep green candle
3391600	3398720	and deep purple candle if you want to go short ignore all the rest ignore this you know i i can also give you
3398720	3404400	this visual i can also give you this visual
3410800	3413280	i think it's easier for you to understand like this
3416160	3426240	okay it's easier okay treat this as an histogram okay this one this surge in aggression of the volume of
3426240	3434000	the buyers is telling you the auction is done expect an explosion up okay and this is the reason they
3434000	3441280	come back here and we have this amazing move look here stable stable stable stable again two of those
3442160	3452560	where let's put this area under the scan and what we see that is the locking of this starting of the move
3452560	3458800	see this is the starting of the move now it's amazing because the marketing telling you there is
3458800	3467840	nothing there is nothing here and you want to see how you can avoid a lot of stop loss look here look
3467840	3474560	how much is low the activity if you try to take this breakout you will have incur in a lot of losses but
3474560	3482880	look here do you understand the value of these guys one in shot it's keeping you out of useless moment
3482880	3490720	in the market it's keeping you out you are not participating in moments where you could have only
3490720	3497600	taken stop loss let's say for example that you want to try along here okay you see that it's empty
3497600	3504320	and you would have taken a stop loss but with this you only get in movement that are sustained by the
