start	end	text
984960	998080	section don't follow okay the position don't follow where they are going to the area that we marked in
998080	1003360	the beginning they are going here guys let's be patient and let's see so this one break even
1008080	1012880	you can see what happened in the opening we had an absorption of the sellers a huge aggression
1012880	1018880	an absorption of the set so this level is really interactive and what they are telling you from
1018880	1023680	the big trades they are telling you from the big trades look either we are interested in this top
1023680	1028720	range or in the bottom range in the middle how much activity of the big trades you have
1032720	1034480	how much activity of the big zero
1038320	1041600	exactly first you said we buy at the top but they didn't broke
1042880	1049840	if this break with a full candle you have not only the setup from here you have also the setup of
1049840	1058880	break and test it's a one to two inside here it's i call it the dead zone there is no interest there is
1058880	1068720	nothing to do and there is no way to risk money okay so look at this level okay 26 000 051
1068720	1073600	what is this telling you what is this week telling you
1080080	1085760	this tell you that when the seller step in to continue the move lower even if we are not in the
1085760	1094320	area the buyers absorb this pressure and i think we can clearly see can you see this is striking the
1094320	1101120	bottom with this cell candle but the result is by what does it mean that we add an absorption and now
1101120	1106480	look at the cbd the sellers reload okay and we go to our area now from here
1107520	1110560	be really careful at the interaction oh what you see
1112160	1118800	what you see here you see the interest as i told you they are engaging at the top range and at the bottom
1118800	1123600	range now the sellers are engaging at the bottom range what does it mean that they expect that we
1123600	1131440	can break all this area okay now the battle is happening okay we have passive order absorbing and
1131440	1140880	aggressive order responding here okay aggressive order responding this is where we frame our setup
1140880	1150800	what's the method of execution you can have on this one okay if you are really aggressive you can
1150800	1159680	consider a first test limit if you are a little bit more conservative you can consider the acceptance and
1159680	1166800	breakout of this level okay this is not a failed auction because they didn't engage the law
1167520	1173520	they just got absorbed guys this is failed auction is when you attempt to break an eye or a low and you
1173520	1182000	fail this one is the first touch and it's absorbed okay now this level becomes the decision
1184560	1191600	okay if they break the origin of the move of these aggressive sellers they won't go long and how much
1191600	1200400	space you have to go long this it's enough to be worth and to cover the risk that we put in the
1200400	1208880	position back considering that the risk it's this one is it worth guys from a risk to reward perspective yes
1208880	1216960	or no it's worth it okay it's more than one to two yes way more probably it's one to 2.5 one three
1216960	1224720	okay and you can also trail your stop loss huh now let's see if they manage to break
1226400	1234160	ah again why it's powerful because the break-even point is here so it's really close the break-even
1234160	1238880	point where we we take out risk from the market guys before making money you need to learn
1238880	1263520	how to not let the market take your money back okay now this is one minute it's not range it's not range
1268880	1287680	so start to notice something they attempted to go back
1290960	1294640	to the origin of the move okay so to the first absorption
1295280	1301440	and now there is this horizontal level that it's holding this is interesting we need to activate
1301440	1306240	also the speed of tape guys speed of tape it's a cheat code
1316080	1323360	you see what's happening here there is not much of activity it's pretty stable okay the last activity
1323360	1330000	was here here at the top failed they attempted to break we had a potential momentum trade but it
1330000	1337440	failed now the london section norik i just did some london session in the world trading cup and for reads
1337440	1344720	because he wanted to have some position management master class but uh london session is not giving me
1344720	1349280	the same momentum and edge that i have on new york there is a specific reason i don't trade it's not
1349280	1355600	that i don't want is that i don't have the same momentum and i can get stuck look at this week again
1357280	1358320	look at this week again
1361680	1371840	usually at uh after the opening i wait 30 minutes for the price to be stable so at four european time you
1371840	1380560	can see that it's central european time here and uh i consider this i consider this yeah it's not worth
1380560	1385120	it rick you take a lot of stop loss in the london because the market is really choppy
1386880	1392640	okay they went back to the same level what can you see from the speed of date that the sellers are
1392640	1397280	accelerating you see look at this momentum of the sellers would you consider this
1397920	1404800	a resulted effort or a failed auction again from the sellers is this is it getting more interesting
1405840	1409840	this is the best teaching i ever had it makes so much sense thank you
1411040	1422080	okay now i can consider also here to attempt okay along in momentum in my strategy because i can see
1422080	1428480	that all the momentum is building here i will only risk the profit i will put a really tight stop loss
1428480	1434560	okay and i will have a break even moment that is really close and also load the second one here okay
1434560	1444320	you see what i'm doing i'm trading the absorption of the sellers okay with a really tight stop loss okay
1444320	1451520	so the invalidation point is really close what am i doing here i'm betting on this case on the momentum
1451520	1458080	of the buyers is not a lot of money just it's a it's a scalp okay four thousand dollars on this one
1458080	1465520	with a really fast break even point okay now the condition for the auction are not the best and i
1465520	1471760	need also to monitor the chat so we cannot do hyper scalping but this is a relaxed trade where i am low in
1471760	1478880	size risking only the profit okay and i'm watching what i'm watching that what was before the speed of
1478880	1484320	tape of tape of the sellers now is the control and the speed of tape of the buyers this is something
1484320	1490880	interesting for me please don't don't execute guys it's not financial advice it's to show you also the
1490880	1499440	position are managed from a break-even point this is not a triple a setup we had better setup last session
1499440	1505520	if we have a triple a setup i will tell you this is how to show you in relaxed market condition
1505520	1512080	how the strategy unfold okay as you can see we are anticipating the squeeze what we had here double
1512080	1521280	absorption and we have a break-even point that it's really fast okay and the the order flow platform is
1521280	1528640	for fast execution guys the order flow platform is for fast execution it's important that you have it okay
1528640	1535520	because on usual platform you are ways lower on managing trades now what what i don't like what
1535520	1542640	you can see here what you can see here you see that the buyers are attempting attempting and they are
1543360	1547920	not having an easy time breaking through and i don't see participation of the buyers the speed of
1547920	1553760	tape is getting lower the sellers are ready to push on the way down okay the sellers are ready to push on
1553760	1560880	the way down on this one they are not having a follow-through on the auction now in position
1560880	1568880	really good even if they retrace i have a good standing ground here so i can do what i can protect
1568880	1577840	my position really fast when when we arrive here guys i cannot see the chat it's already difficult to
1577840	1584880	explain please watch the chart and try to understand what i'm doing also reading the question makes me
1584880	1593680	risk money for no reason i cannot even manage okay after we finish at least reach this break-even point
1593680	1603600	i will start to talk back with you what you can see on this absorption level i spoiler for you what i can
1603600	1609680	see this is a strong level from the sellers guys okay this is a strong labor they are not having an
1609680	1617680	easy way through this level it's not easy it's not easy to break now it's not stupid to consider that
1618480	1625280	if we don't break this level we go risk-free it's not stupid okay so if you see another attempt another
1625280	1631280	attempt you want to take out the risk of all the market you can do it okay so they are attempting again
1631840	1633840	watch how the market is doing on this one
1638000	1641440	let's see if they can break the speed of tape is not present
1646000	1653280	the buyers are presenting themselves okay perfect how much drawdown did we add on this position
1653840	1660160	how much candle how many candles of drawdown we had in this candle zero okay zero
1660960	1668240	i'm doing this live only for one reason because i want to show you that even when i'm watching a chat
1668240	1677760	and even when i don't have a triple a setup the method have an edge okay i am skin in the game i'm risking
1677760	1679520	real money without zero delay
1679520	1688640	look at this attempting the breakout attempting the auction speed of day presenting itself
1688640	1699760	they are loading they are continuing to load okay now the first point you need to accept that the
1699760	1705280	market can go back this is the reason of breakeven you need to be comfortable with the market snapping
1705280	1713840	back at you it's part of the game guys it's part of the game when you lose your attachment to profit
1714960	1720240	and you get close to the understanding of the process process and the acceptance
1720240	1724160	that you can have some day that are in consolidation you get a master
1729360	1729600	okay
1729600	1740000	now it seems that the auction is unfolding nicely seems that the auction is unfolding nicely
1740000	1753520	the speed of tape it's stable the imbalance they create here from a price action point of view
1753520	1774320	it's stable usually when they do this they come back to the beginning of the candle to spike down a little bit before reloading let's see
1774320	1788480	hold him back inside again the sellers are aggressive on this one guys it's not the best setup
1790560	1791600	not the best setup
1791600	1800480	i'm pretty sure
1802000	1803360	that this motherfucker
1804960	1810160	will come back to put their nose back inside the 26 070
1812000	1818320	people putting profit in the chat interaction of the sellers look at this look at this sellers are heavy
1818320	1824400	on this level they are happy to engage okay they are happy to engage what does it mean
1825040	1831440	that there is a wall here okay when this wall gets interesting this wall gets interesting in case the
1831440	1846320	buyers run this through okay in case the buyers run this through the wall gets interesting
1848320	1850320	so
1851920	1856960	one second guys i'm observing the interaction it's it's trust me it's crazy difficult to
1857600	1862160	manage trades reply to the chat doing analysis i'm
1862960	1865040	using 99 of my brain
1866800	1868560	wait a second now i come to you
1869520	1875760	i'm trying to give you the best education experience you have ever seen in your life but please be patient with the chat
1878320	1887600	the buyers are attempting to squeeze look at this look at this uh look at this uh look at this
1887600	1888720	interaction of the buyers
1888720	1898000	you see that they spike the top and the sellers reloaded this is a liquidity wall
1899120	1900320	this is a liquidity wall
1900320	1908320	this is a liquidity wall and buyers they are the sellers are protecting passively the buyers are
1908320	1913040	pushing on the level aggressively they are not letting the level go down they are not letting the
1913040	1918720	level go down and this is the best movement when you have an acceleration okay you have an acceleration
1918720	1926320	here i don't give to the market back my money covered covered
1931600	1940160	never give the money that you make back to the market never be smart be fast learn to manage
1940160	1948320	guys people cannot believe that i do this live to the point that on twitter they are saying no but
1948320	1951520	your account is demo because in their mind this is not possible
1951520	1963200	now we get probably a test here
1968400	1969520	to the balance level
1969520	1983360	touched is this white level okay now they reload again they try to break and i'm covered below this
1983360	1990480	level because if this level fail probably we go down let's see if the buyers reload enough to create
1990480	1991360	another breakout
1991360	1992560	another breakout
1994640	2000240	no there is no delay guys there is no delay i'm doing this live there is no 15 second delay
2000240	2004000	and you can compare with your with your price action chart
2009040	2016720	you see they are attempting to break they are attempt and the buyers are absorbing okay
2017520	2024160	take a little bit more profit out of the market every 100 euros count every 100 euros count
2025520	2031600	we are risking our money we are doing sacrifice to make this money don't let other people take it
2034640	2038800	protect every hundred euros in your account
2038800	2044160	uh but i already make 8 000 make 8 200
2050640	2056160	still on the same level you see they are pushing now the sellers are pushing now the sellers are pushing
2056160	2060080	okay what we do we ask it out of the position at profit who cares
2060080	2074640	look at this they are trying they are trying to run through the buyer support
2078000	2083200	and the speed of tape of the sellers is still the dominant one you can see in this candle
2083200	2088560	the buyers are trying their best to protect it the buyers are really aggressive in protection
2097360	2108480	they try to reload horizontal level
2108480	2117920	not a lot of interaction this is a balance area let's take other money out of the market
2122640	2130400	guys at the end of the month all these 200 300 500 that you take out of the market in every single
2130400	2144560	position will account to 20 30 000 more per month
2144560	2165920	now the buyers are dry the auction it's it's not interactive they are closed inside a range we can
2165920	2172800	see a lot of absorption here i want to see some interaction of the speed of tape of the buyers
2173680	2178160	they are joining again the top of the range and you can start to see this huge compression
2184080	2188480	okay we have this protection level
2190800	2200800	of the buyers and this one of the sellers
2202800	2218560	yeah now i come back to you wait one second because i can think that i spike again back here
2218560	2220880	here before rejecting
2224160	2227600	uh there is enough fight here there is enough fight
2229680	2233120	if we go here i take other money out of the market
2237440	2242800	there is a huge absorption at this horizontal level huge absorption and this is a good sign
2242800	2245200	this is a good sign because when they break it they accelerate
2247840	2249600	guys we have the remote control
2251280	2260080	other 300 out of the market take every sense on the floor everything counts guys
2260080	2272480	speed of tape aggressive buyers
2273040	2275200	absorption at the top of the sellers
2275200	2281760	let's let's take our other 200
2284240	2291040	guys i'm doing this to show you how risk is managed in real time okay
2291040	2303920	i hope this is appreciated
2303920	2314800	you see that this level is creating them problem and breakouts
2314800	2320800	you see that this level is creating them problem and breakouts
2320800	2340720	if you break the top recover another 500 in our pocket
2340720	2353840	you see that the auction is dry on top spike spike spike but rejection
2355840	2357600	loading back at the 98
2359680	2361920	level of the absorption of the buyers
2364480	2365360	test this level
2370720	2385600	you see how they rebound at the white area mark we take other money out of the market we are 3750
2391920	2393120	auction at the top
2400720	2410000	oh look at this absorption look at this absorption
2410880	2415280	crazy absorption of the sellers on this one take out okay
2416720	2423040	9 598 for the session look what we say this is the perfect management of the trade
2424880	2430480	look how much profit he would have take back from us if you don't manage the trade
2430800	2434720	now buyers are trying to protect but you see that the sellers are running through
2436240	2439040	okay now i can give time to the chat okay
2441760	2444720	now i want to understand did you understand
2446560	2453360	the position management look how much it was beautiful cluster of absorption here bias long
2453360	2459040	they stuck to the wall they get rejected we took a rocket from the beginning of the move
2459040	2467360	and we exit when the seller start to control there is no management method that come close to this one
2468400	2469920	no position management method
2472080	2472320	okay
2472320	2486240	this is not aaa setup because we didn't add an aggression also okay we had only absorption
2486240	2488960	but it's still amazing okay
2488960	2501840	we risk 1400 to make 3750 we enter here we had zero candle of drawdown
2504640	2509280	okay now as you can see i want to show you something because now if we want to make the
2509280	2515760	perfect lesson i want to show you that this method is letting you exit when the buyers are not having
2515760	2522320	still good results okay and you can see that here is not the case because the buyers got the buyers
2522320	2529520	protected them so probably we have a continuation but usually you see that when the price start to
2529520	2535280	give control to the seller so you have aggressive buy trades on the sell movement usually you think
2535280	2541760	you have a continuation and then the market bam okay so it's good to know when to take profit
2541760	2553440	if it's uh if it's um trend day a directional day the concept of premium and discount is not paying as
2553440	2554080	many cents
2561520	2568640	no no wait because now look i saying tonight it's on you to buy everyone pizza no tonight it's on you to buy
2568640	2576000	me pizza now i know it's not an advice and stuff but how many of you guys already repaid the course
2576800	2582560	of the charting life by trading one in chat i'm really curious about it we draw off prop firm or it's
2582560	2583200	only one week
2585840	2594880	mother send some money next month it's charged 5000 for three months next next quick future
2594880	2600320	oh we had also the perfect example you see it's flipping the auction
2602400	2603360	you see it's flipping
2605600	2610640	imagine how much profit the market would have taken back if you don't know how to manage properly
2614080	2617920	steven is like fratello i joined today and repaid it with this move look at this
2618480	2622320	okay now we have the perfect lesson i show you the management and i show you why
2623360	2630880	coming out of the position here means saving 30 40 percent of the position we took the top
2633680	2638720	and you can see that the speed of tape it's on the buy side and they are completely eaten up by sellers
2638720	2642000	it's amazing
2646800	2654720	yeah but it's not about making money copying the analysis it's about understanding what i do okay
2659280	2660160	we went out here
2660160	2669520	okay now let's go to see the best setup that we have i need to say thanks to andrea
2670320	2676640	one guy from the italian team and also to luca because they are helping me by putting in uh
2677360	2686880	framing the best setup and uh andrea helped me creating this it's amazing okay that i want to go
2686880	2695840	through now uh next week probably we'll go out and order flow uh course on youtube that explain how
2695840	2702400	to use profile framing how to use the main stuff to understand the auction because i want to save
2703120	2713280	a lot of people that are losing money by following fake educators and for fake educators i don't want to be
2713280	2720000	offensive on the industry i want just to let understand that we educators have a responsibility
2720000	2728400	okay and when we pretend that we have the secret sauce and we don't even trade ourselves okay because
2728400	2734240	maybe we joined the world trading cap multiple times and we only lost money and then we did live
2734240	2740720	trading and we only lost money maybe it's time to say look guys i said something fake i'm not a trader
2740720	2748640	and we'll be more honest okay that's the reason i'm doing a lot of free content on youtube now let's go
2748640	2758640	here because i want to let you understand how a triple a setup look okay a triple a setup looks like this
2759280	2765680	you have a directional day okay you have a directional day you are using your fixed profile
2765680	2776160	now you remember in the first lesson that we did we show that the big delta on the left side okay it's
2776160	2785040	a big sign of reversal so if we are taking this wing from point a to point b okay and if we need to think
2785040	2793040	what's the best demand as the best demand we take this cluster here do you agree with me yes or no
2793040	2798720	because you have the two main peak of delta this is aggression this is executed order this is what i
2798720	2807760	studied during the years to make the best level objectively identifiable by everyone okay perfect so
2807760	2816800	we have this area this is the first step of a triple a okay the second step of a triple a is how you see
2816800	2825760	when the market is going down and you remember the session of last week how many times we executed and
2825760	2833680	we watch this setup you remember this setup it's similar to what we did now so now we have our area
2833680	2840320	okay so we have our area we have our explosion it's clearly visible where there is an aggression of the
2840320	2849280	buyers and we can also use the fixed profile and when we go back we see from executed order the absorption
2849280	2857280	of the sellers okay after this you see that the sellers are having a strong effort so this means
2857280	2864720	that they are selling a lot of contracts and these contracts have no results because the passive buyers
2864720	2872480	are protecting the level so what does it mean that then when the market goes back reload on the passive
2872480	2879600	liquidity reload on the passive liquidity this is what i call a punch to the wall so now let's try to
2879600	2886960	understand what the market is telling you you are long in bias you are executing your trades from the two
2886960	2894320	most important level that you have for the cash session from executed order not for the vatican city
2894320	2901040	algorithm that they coded for the industry but for executed orders okay and when you go back
2902000	2909920	they are telling you okay they are telling you that here they executed the first time and now they are
2909920	2919680	loading okay so you have three pieces of information and this is the reason this one for me it's a triple
2919680	2930960	a setups okay is it clear for everyone guys i have the direction i have the delta level i have the absorption
2930960	2939520	okay and i have the passive liquidity wall that i see using this with this i don't think what i'm
2939520	2950160	explaining is difficult okay now let's say that you want lower risk to reward higher win rate okay if you
2950160	2958880	want let me check the chart because now rick is telling sending the chart now look at this this is what
2958880	2963440	happened also when i did live trading with treats are the buyers getting rewarded
2963440	2977680	is our exit point smart of course guys imagine if we are stubborn and we want to take our full take
2977680	2983680	profit and we stay in the position all this time because we want to take our profit can you imagine how
2983680	2990720	much this is stupid you know what you are saying to the market this is what you are saying i'm willing
2990720	3000240	to risk my 4000 profit to make sure 200 this is what you are doing when you don't go out when the market
3000240	3005920	is telling you the opposite you are doing an amazing inverse risk to reward
3005920	3019600	okay perfect now going back to this later we go back to charting let's say that you want to see
3019600	3025920	a lot of blue a lot of green in your trading platform okay i need to repeat every time i say
3025920	3032880	this is not financial advice this session are made for educational purpose okay i'm a professional trader
3032880	3039600	and i'm sharing with you my process this is not financial solid solicitation don't do it only open
3039600	3046240	with virtual account don't risk one cent okay now let's go back to what's interesting uh this absorption
3046240	3056480	here it's what it's telling us that we have a punch to the wall but you want to have a high win rate
3056480	3062640	trades and this is the reason the setup that we saw before it's aa it's not triple a why because
3062640	3071280	it means this or this okay so it means the market telling you that the buyers are aggressively
3071280	3076880	trade taking control and you know what's the cherry on top the cherry on top is when you have this
3077440	3083520	and you have also an absorption of the sellers look up how much is powerful this setup
3083520	3092080	luca is following me from the beginning studying closed in the room printing money
3095600	3099440	from years and years he's following me how much is powerful this luca
3100880	3109280	this one okay this one it's the moment that the market is telling you if you enter on the aggression
3110080	3119840	with a double confirmation of wall of direction of location and absorption guys if you manage to lose
3119840	3128720	money with this setup i really need to congratulate with you because i i cannot it's really difficult to
3128720	3139280	lose money on this setup okay because it's a fast risk-free setup it's a directional explosion setup and
3139280	3147520	it's not for me or for damien from ben from jason now i know that every one of us have a different
3147520	3155760	journey okay i want to tell you mine when i can oh amazing what's happening i met amazing the absorption
3155760	3160560	we are going long now we go back to chart this is a reload we will go long from this level okay we will
3160560	3167520	go long then we go and we have a different journey okay but i want to tell you something
3167520	3177040	in the process of trading you encounter multiple models multiple mentor multiple strategy okay my
3177040	3184960	mission here is to give you something that is not personal okay so my question to you is this one
3186240	3192960	after what you are studying here we already did more than six hours of lesson plus pdf that i loaded
3192960	3199840	plus setups plus position management you already got more than 20 hours of content okay considering
3199840	3207520	this week that we are doing now have you ever encounter a method where what you see is what i
3207520	3215760	see and what lucas see without studying for five years so that it's a plug and play method where you
3215760	3224800	see actual execution you don't need to put discretionality but it's a model that is based on actual data
3226240	3230400	yes i finish on this one we can go we can go back to the chart
3233120	3244240	now look at nasdaq okay look at nasdaq he decided to do in live timing exactly what i was telling you
3244240	3251840	this is nasdaq okay now you know what will be amazing if we mark the profile
3255200	3263680	look at this this is all the interaction where are the buyers more let's move the chart oh
3265040	3271280	if you are not blind you are capable of seeing that in all this auction the point of maximum
3271280	3280560	aggression of the buyers is this cluster okay this one in the majority so this blue level is the major
3280560	3288320	level can you give me one in chat this is not subjective guys this is not a subject it's for
3288320	3294240	for everyone like this okay look how they protect this reload
3297440	3299120	and you know from here
3301280	3305520	now probably what they do probably they come back
3308000	3312160	to say hi to this cluster
3312160	3318320	before continuing higher
3321840	3337440	here they go they are loading they are loading come back home
3337440	3350480	here
3359680	3360400	so
3360400	3372160	test is done okay the test on the area is done now you see interaction or absorption
3378640	3381520	you see interaction of absorption this is just price action
3382640	3385680	how do you mark this cluster it's just the last level that they
3385680	3393120	the buyers broke okay this was level one this is level two so this is where they usually test
3395680	3399040	okay this is where they usually test look how they are reloading
3400240	3413120	speed of tape is not significant let's see the cvd
3415680	3421440	see what the cvd is doing this is this is really important that you see when the market is unfolding
3421440	3430160	live you see this huge absorption the delta is printing red purple sorry candle they got completely
3430160	3441120	absorbed sellers got completely absorbed on the bottom tick crashed what does it mean that now
3441120	3447200	when you have aggression of the button oh today nasdaq it's amazing it's with a remote control
3450320	3454880	now when you see aggression of the buyers you will see less effort because it's the same effort but
3454880	3463280	more results look at this and now we should have participation of the buyers in an aggressive way so
3463280	3468640	big trades at the top okay so breaking out this level we should see again because remember that
3468640	3474160	buyers today are engaging at the top you should see again big trades okay
3476800	3480800	so breaking this auction with a strong movement that is also supported by
