start	end	text
395520	403840	retracement candle directional at opening okay so if you don't have the balance area
403840	416560	and the exit but you have opening of the session and you have one two three okay talking about five
416560	424640	one minute candle but you notice the momentum usually what you can try to do on smaller accounts to get a
424640	430560	crazy list to reward and i did this but i do this only on small account 100 200 300 000
430560	437680	dollar okay is to get two or three attempt to take the home run okay so to take the reversal
438320	445520	this setup here mean reverting it's not convenient to do on account that are the main account and at the
445520	455200	same time it's not having a high risk to high rate okay so this movement that we have today it's better to
455200	461520	play fade to play fade to the top what do i mean that you fade the retracement with absorption of the buyers
461520	468240	back to the direction of the day okay it's already one percent to 1.5 percent down today
469040	476080	till we don't see any solid structure shift we don't go up am i clear guys
476080	492640	okay perfect second of all i want you to use your brain okay so as trader we work with probability so
492640	501120	we work with certainties we work with probabilities okay what does it mean that if if profile framing have
501120	508080	an accuracy of 70 percent okay you cannot burn your account these three times out of ten
510080	515680	that the market goes against you okay because otherwise you know what you do profile framing long
516320	526640	i go long i made a lot of money okay plus five r perfect then another day profile framing i made a lot
526640	532240	of money plus five hour okay then when you have a reversal okay the market continues to go you long
532240	538480	you lose everything how many chicken we have in the chat i know that you have done some one of you have
538480	551120	done it okay like you don't put in your mind the idea that this it's not always if this was always we
551120	557920	don't have the concept of risk i go full margin every day okay what's the problem you need to
557920	564560	understand that your account must be covered because sooner or later sooner or later guys the profile
564560	570800	framing needs to shift it's not an infinite trend and the stop loss that you take when the days shift
570800	576400	and the bias change cannot be as big as the profit that you made the previous day otherwise you have
576400	585600	a skew on the negative side okay and this is destroying your trading account make sense for you
587360	592880	okay now when we go on the chart and we go
595280	596560	wait why it's blocked here
599600	600480	wait a second
600480	606000	can you see deep charts guys
610720	613120	no it closed wait a second up again
615360	617120	should be visible here
619840	620720	one and two
620720	634160	it works okay guys look what i told you okay started the live here we could expect this reversal now
635120	638240	this continuation sorry you go on the profile framing no
640080	641840	look closely the profile framing
641840	647280	give it a little time to load yeah today it's a dump
650400	652080	okay now
656400	662720	what we had what we had we had the market that close directional up okay
662720	672960	already when it comes and it breaks inside inside the value area i
673520	678880	is this telling you that the long bias it's holding or is completely absorbing
682400	686480	it's absorbing otherwise you will have kept this value area low okay
687200	692080	so i know for a fact that even if we open
694160	701040	the new york session with a rejection of the pocket only short directional be honest with me guys
701520	705920	there are some of you that even if they broke even the value area low they continue to try the long
705920	706960	here is it true or no
709760	714800	yeah now you see how many people in the chat now all this price action
714800	721680	below the cash session of the previous two days can be a long or not for the point of view of profile framing
722800	728560	the maximum i can accept is that you try another longer the composite pipe poc but it's a mean reverting
729120	735120	okay and now i want to go here because this is where the money are lost okay
736400	742080	let's go to the previous distribution okay i want you to see
742960	750800	please think with me okay let's think together and let's have a conversation about this
751840	755520	look at the cluster of the aggression of the sellers and look at the amount
756320	766000	300 here 600 contract 335 you see how much they are pushing aggressively okay on the same level the
766000	773360	buyers try to take control we have 105 contracts at the top is this ax absorbed or not completely absorbed
773360	773760	perfect
777920	787200	what we have here another move down aggression aggression look at the buyers attempt fail attempt fail attempt
787200	791360	fail attempt fail they didn't want a single battle
791360	799840	would you consider longing here no look at the opportunity guys that we have today look at the
799840	805200	opportunities you can be confused here absorption and absorption but when you close this candle
805200	814160	do you agree with me that this is a setup okay also now no look at this closing of the candle no
815040	821760	now this one is trying to close below with aggression this setup makes sense okay this setup makes sense
821760	829120	you need to wait that they close below the absorption of the sellers so this break and test this one
831280	834080	it's a continuation setup okay
834080	841040	it's a continuation setup
845760	849920	i'm going to show the settings for the con it's the standard you just apply the template
854160	860080	you just apply the template now it's really easy the settings bogdan you just keep the cache session
860080	867440	okay and the composite is the last three months 90 days so you can set up this also for other platform
870400	876640	of course i look at structure level but the pressure it's more important to me for example now
876640	884640	they tested these absorbed sellers guys what happened what happened they broke or not guys i know that
884640	893040	i want to explain to you but then i cannot help myself i always need to set to give you a setup okay
894000	899600	always need to give you a setup now let's go here let's see what what is happening here again
900480	910960	tap into this is a level that is giving us a clean understanding of a decision one
910960	916160	one and also this one it's a decision level why it's a decision level because you have a cluster of
916160	922800	aggressive of aggressive sellers and a cluster of absorbed buyers okay you know that this movement
922800	929200	can create another squeeze and you will think no but it's impossible we already went down a lot of pips
931360	936960	okay we already went down a lot of pip sticks or what you use it's impossible now look if we manage
936960	945680	to break this one consider that if this one gets broken so we have a closure of the one minute candle
945680	953040	below this one it's a confirmation okay this one is a confirmation and the market will continue to
953040	955120	accelerate look at taka
959920	966640	guys i'm the only retarded that to prepare for you the lesson spend one hour and half to give you the
966640	970000	best experience and didn't make money today the only one
972560	985360	you all made fifteen thousand eight thousand five thousand two thousand
989040	992640	let's wait this is something interesting that you can learn live
992640	1000320	oh look at this now this little boy this little boy
1003600	1012880	decided to buy 74 contract here okay now this is an absorption in run okay what do you mean that you see
1012880	1021680	the buyers attempting and getting completely absorbed in one second okay completely absorbed in one second
1021680	1026000	now this one can also be an aggressive entry but i don't like it because we don't have a clean
1026000	1030800	path we didn't broke the bottom yet so the market can stay here for 15 minutes
1036160	1040400	probably won't be a day like this for a month unfortunately i know it's not common
1040400	1053680	but i don't have a day like this for at all this year amazing amazing
1056640	1064320	now we are not interested okay we are in the middle we are in the middle okay we are in the middle but as
1064320	1070000	you can see when they go high in the curve so they go they go close to this they show a little bit more
1070000	1076080	interest as of now we have participation of the buyers trying to absorb okay it's the same level you
1076080	1081920	see that the buyers are loading at this horizontal level they loaded the total of 130 contract
1081920	1087360	horizontally and the sellers are loading here so they are engaging in the middle this is not where i want
1087360	1093680	to engage i want to have a clean path i don't want consolidation guys now if we reach back to this
1093680	1101920	level what does it mean that these buyers become trapped okay the sellers becomes rewarded so we we
1101920	1110800	probably have the closure of disorders and we have a squeeze okay this is the probability that we have
1110800	1129440	again other money victor other money
1133440	1140240	what does this tell you that sellers are willing to buy to sell sorry at lower prices
1141120	1148000	and if they are willing to sell at lower prices it will mean they will probably have another follow
1148000	1151680	through and continuation of the move okay
1155440	1160960	cool the buying also mean closing position you don't know if it's closing or opening yes but you have
1160960	1167760	an information okay you have a strong information out of this battle i know that the sellers won and they
1167760	1174160	reloaded here so what they are dangling me with this one is that they locked the direction now i want to
1174160	1176720	see how the candle close but they lock the direction
1178960	1185520	okay and also like you know how much it's useful this continuation gap
1185520	1195920	do you see what i told you they are reloading and reclaiming confirming back the direction
1198800	1203760	okay yeah the micro gap it's powerful guys now you see that buyers are starting to engage and now
1203760	1209440	they have a second cluster this second cluster if recovered by sellers create another acceleration
1209440	1212560	that send us directly here okay to take profit
1216000	1223760	today guys is not an easy day i strongly don't advise for you to execute trades okay either you are
1223760	1226560	the fact that you have a lot of the right experience it's too fast or it's too fast it's too fast
1226560	1230640	it's too fast also for me to watch the chat and manage
1232320	1234080	you see how much they listen pedro
1234080	1236520	Pedro, 1,169.
1241260	1244280	Guys, I start to think that you don't care at all about the education.
1244440	1245460	You just want to make money.
1254160	1255940	Even though there are great opportunities,
1256080	1258080	today can be a disastrous day for the beginner.
1258080	1260860	Yes, because they try maybe to fade the levels, no?
1264080	1270200	Fabio, don't execute the chat.
1270400	1271600	13 trades today.
1273780	1274300	Beautiful.
1274480	1276380	What do you think about this setup that we saw, guys?
1277120	1277800	Amazing, eh?
1278800	1279660	Amazing one.
1284280	1285420	Amazing, amazing one.
1289200	1291640	Yeah, probably they have another acceleration, guys.
1291760	1294060	The target is not so long.
1295000	1297780	But you see, when you understand the pressure dynamic,
1298120	1299600	you get really smooth entry.
1300220	1302760	Like, you get really clean, directional.
1303100	1305240	You are not in the choppy.
1306460	1306740	Okay?
1306840	1310040	Even if you enter momentum here with the stop loss above the aggression,
1310180	1312420	like, you are 1, 2, 3 fast.
1312420	1318840	Oh, guys, I don't have only, I don't have glass ball.
1318980	1320480	I have only order flow balls.
1321700	1324780	And there are days that are difficult also for me.
1325580	1328540	It's not always easy, of course.
1328540	1335100	Yeah, we are close.
1335160	1339540	We are close to the value area low, but in this collapse day, I prefer to join momentum.
1339540	1340540	Okay.
1342880	1344960	Now, these buyers are relevant.
1345460	1349960	Because these buyers are the first one to be rewarded if the candle closes like this.
1350000	1352240	So, you can close at 1 to 2, 1 to 2.2.
1352640	1353420	Something like this.
1353420	1357040	If this candle closes like this, and they don't get accepted,
1357240	1359400	probably the next candle pushes down.
1359540	1359700	You see?
1360440	1361000	Confirmation.
1361380	1363720	You see how much order flow is powerful, guys?
1363880	1367900	I'm showing you with multiple setups every week.
1368420	1369720	What they told you here?
1370140	1371840	They told, look, we tried.
1372180	1373020	We got absorbed.
1373400	1376060	So, either you trail your stop loss below this candle,
1376220	1378820	so you close at 1 to 1.8 till you make money.
1379340	1379580	Okay.
1380100	1382340	Either you decide to take your position out.
1386680	1389660	If now you are still in the short, you get liquidated here.
1392000	1394300	If it touch the top of the week.
1394740	1396340	Otherwise, the sellers reload.
1396780	1399920	You have exactly the level where the sellers are protecting,
1400100	1402320	because you have passive order, and you see the fight.
1403220	1404780	Now I mark the level of the buyers.
1404920	1405560	You see the fight.
1405900	1406760	Another attempt.
1406760	1409320	So, if also them get rejected,
1409840	1414400	we shoot down to the target directly.
1415420	1415520	Okay.
1417680	1420640	I think order flow gives you the confidence to keep the position.
1420800	1421140	You see?
1421480	1422760	Double absorption plus...
1423940	1425080	Guys, how much is beautiful?
1425900	1426760	How much is beautiful?
1427240	1427460	Okay.
1427680	1431600	I have the gut to show you this live every day.
1432800	1433280	Okay.
1433660	1435960	Doing live analysis, not delayed, every day.
1435960	1436400	Okay.
1436760	1439700	This one, it's not me.
1439760	1440500	I'm not...
1440500	1441680	It's not me that I'm good.
1441860	1443000	It's that it's subjective.
1444000	1444260	Okay.
1445040	1447420	Like, there is not one in the...
1447420	1450000	There is someone in the chat that will try to go long here.
1451040	1452480	Based on what I told you.
1452800	1455620	What I spent time and effort to explain to you.
1455880	1456140	Okay.
1456140	1458340	No one will go long here.
1458700	1459320	It's a suicide.
1459640	1460420	It's counter trend.
1460520	1461480	It's counter bias.
1462720	1462980	Okay.
1465240	1466900	And we are making sure...
1466900	1470520	We are just making sure, guys, that we are in the position for...
1470520	1480380	Either for a full take profit or as much as sellers gives us the confirmation that they want to continue.
1481380	1481740	Okay.
1483020	1484520	And here they say...
1484520	1485340	Look, we absorbed.
1485820	1489220	Here they say we are willing to sell at lower levels.
1489620	1492820	Now we have passive liquidity order here.
1492920	1493920	So there is a buy wall.
1495380	1496740	There is a buy wall here.
1500240	1500760	Guys.
1501420	1503600	Guys, you are trading FTMO.
1503600	1505460	I am explaining SOS.
1510000	1510800	Waka's Fabio.
1510860	1512840	I have already made my investment back 10 times.
1513080	1515940	Guys, how many of you paid back the $1,000?
1516760	1517360	One in chat.
1517720	1518660	From the beginning, eh?
1518820	1520940	We are only not even the first month of the...
1524140	1524580	Crazy.
1524980	1525340	Amazing.
1526020	1527820	You see also the level that I marked for you.
1528020	1531380	It said here we have passive liquidity order of the buyers.
1531600	1532200	Absorb sellers.
1532360	1532980	And look where we go.
1534500	1535160	It's data.
1535660	1536480	It's data, guys.
1537080	1539280	It's objective data.
1540460	1541660	There is nothing else.
1543520	1544320	Nothing else.
1544900	1546200	Now, what they are doing now?
1546640	1552260	They are going back to rebalance the gap and the validation level.
1553340	1553780	Okay.
1553820	1555140	Which one is the validation level?
1555220	1555860	Is this white?
1556180	1557460	I can remove all of this.
1558100	1559100	They are going back here.
1559100	1559960	Okay.
1560360	1565400	Because this is the level from where the sellers won the most important battle previously.
1565960	1566260	Okay.
1566920	1569000	It's possible that we have another opportunity.
1569000	1574280	Fabio, where can we look for an entry now?
1574380	1576100	We just saw this short, Davide.
1576660	1578160	Just saw together this short.
1578900	1579820	Don't force entry.
1579900	1581000	We don't have anything now.
1581000	1587060	If we go here and we see some absorption of the buyers, we have another one.
1588060	1589020	Luca, where are you?
1589020	1591700	You are not texting it.
1591780	1592840	You are making money.
1593680	1595720	You little Italian bastard.
1597360	1600380	Fabio, in session like this, do you sometimes think to take longs?
1600420	1600860	Of course.
1601300	1603180	Of course, I can think to take longs.
1603180	1605000	But I need to see a switch in the buyers.
1605000	1608840	On the smaller account, I can try to take a home run.
1609000	1611840	Maybe I have not the one-minute chart.
1611940	1615240	I use the five minutes, the 15 minutes on the most important demand.
1615800	1619240	But you have to consider that your win rate will be low.
1620020	1626280	So maybe before taking the $20,000 trade, you lose five times $1,000 trades.
1626660	1626760	Okay.
1627600	1629820	And it's part of the game.
1629900	1630760	It's another approach.
1631720	1632640	It's another approach.
1633180	1634180	Okay.
1635160	1636940	So they reached the level again.
1637100	1638300	They went back to this level.
1638420	1641340	Now the guy was saying, can we see if we have another setup?
1641600	1641860	Yes.
1642100	1644040	Let's remove this previous risk to reward.
1644500	1647340	And let's do the analysis as the situation we have now.
1647420	1647940	Where is Luca?
1649140	1650380	I don't see him in the chart.
1651160	1652200	He's making money.
1652280	1652980	He's executing.
1654260	1655440	He's executing.
1659100	1659540	Okay.
1659540	1664920	Now we are incorporating all the volume that we have here.
1664920	1665400	Okay.
1665920	1666360	Perfect.
1666480	1666960	What do we know?
1667040	1667320	Guys.
1667620	1668320	Now, please.
1668660	1670040	Not even the time to explain.
1670420	1671740	Do you see the level that we mark?
1673740	1674720	Do you see the level?
1675980	1680840	Do you understand that we mark the most important level of the whole area from where they reloaded?
1680840	1688620	And the bottom, the exact bottom, the continuation phase, the continuation phase, and the level where they reloaded.
1688900	1689140	Okay.
1689540	1693380	When they approach this level, you add multiple scenarios.
1693380	1697340	The first one is that you have an aggression of the buyers and a candle that slides through.
1697820	1698100	Okay.
1698500	1701060	The second one is absorption from the buyers.
1701340	1705760	And the last one is that buyers bring the price here, but sellers reload.
1706600	1711480	You know how many times I say they reload on the same horizontal level?
1711480	1719400	So, I don't think it gets easier than this.
1721780	1724940	I don't think it gets easier than this.
1724940	1742760	Now, in this kind of setups, okay, the best approach that you can have is working on limits as soon as the candle closes.
1742860	1747500	So, let's say this candle closes, you take the test, you cover with a relief in stop loss.
1747900	1748060	Okay.
1748080	1749360	I didn't have the time to explain.
1749440	1752400	I was expecting a little bit more of consolidation.
1752400	1754400	But anyway, I go back to my explanation.
1754940	1759180	So, we are here in the decision level.
1759300	1760900	Of course, the target is the same.
1761220	1764080	Of course, the target is the same if you shorted this movement.
1764600	1772040	But anyway, we have a distribution where the value area high is full of absorbed buyers.
1772260	1773440	And you can see from this peak.
1774220	1776500	So, they punched a wall here.
1778360	1781140	They punched a wall here.
1781140	1785140	And they had practically zero results.
1785500	1785940	Okay.
1786000	1787940	There was no result of these buyers.
1788720	1797680	Now, in this case, okay, we also have the situation where the sellers locked the movement.
1797680	1800300	And from where the sellers locked the movement.
1800300	1804820	Can you see that the maximum point of aggression of all these areas is this horizontal level?
1806340	1807200	One in chat.
1807200	1815080	So, you have buyer's attempt failed.
1816020	1819160	Seller's attempt already confirmed by the first take profit.
1819740	1826000	Going back, reloading on the same horizontal level that is also the level where you see the most amount of participation of the sellers.
1826000	1829100	What can you expect from this?
1829200	1832100	You can expect the first touch reaction.
1832540	1834900	That is the one that you can take with a limit order.
1835500	1838640	And if they manage to go back here, they change the trend.
1839100	1839220	Okay.
1839280	1848440	So, if you see again buyers reaching this level and breaking with a full candle, it's useless that you try another short because probably they go up.
1848440	1848840	Okay.
1849400	1850620	What's the second scenario?
1850740	1853900	That from our area, we continue directly to the red one.
1853900	1862160	And probably we project also to the round number, the 25,500 for a crazy risk to reward on the short one.
1863240	1863460	Okay.
1863720	1870360	This one, if someone managed to take also a little bit late and we managed to break this intermediate and go here, it's a one to five.
1872280	1872460	Okay.
1872520	1873300	The chat works.
1874280	1874820	Let me refresh.
1878440	1887180	You can see my live, yes?
1895340	1895820	No?
1900040	1900980	Oh, yes, right.
1902260	1905220	I had to refresh because the chat was not visible for me.
1908440	1908920	Guys.
1910780	1915560	Now, be careful here because this is where all the sellers got absorbed.
1917080	1918260	This is a risk level.
1919440	1919600	Okay.
1919660	1921300	This level here, horizontal level here.
1921520	1925460	If we break this one, we go one and two really fast.
1926200	1926520	Okay.
1926840	1932220	And notice that when you break this one, you can see the participation of the aggressive sellers because they just confirmed the movement.
1932400	1935700	So, you can start to see bubbles back, back, back, back, back, pushing down.
1935700	1940880	If you scroll above the chat, it gets blocked.
1948260	1951860	Yeah, if you enter here, but even before you could go break even.
1951860	1954100	Okay.
1955540	1956840	Depends on how you enter.
1958760	1961140	Look at the reaction on the level that I marked for you.
1961580	1967780	This is the most difficult level for the sellers to break because they already lost the battle here.
1967780	1974140	You know, I want to share with you this narrative, and I hope that this can stack to your brain.
1974320	1975860	See, the market has a checkpoint.
1976180	1976320	Okay.
1977360	1978880	Sellers try to attack here.
1979000	1979980	They already lost the battle.
1980140	1980340	Okay.
1980440	1982680	If they win this battle, they move to the next one.
1982780	1985140	The next one is the passive liquidity.
1985700	1986000	Okay.
1986040	1987280	And the potential projection.
1987680	1987840	Okay.
1988140	1989360	The sellers are still fighting.
1989620	1991500	They are not giving up.
1991780	1993880	The buyers are holding a little bit more.
1993880	1997680	I expect them to see their action back here.
1998060	1998240	Okay.
1998300	2003540	If you have this understanding, you remove from your mind the concept of I need to make 1 to 10,
2003620	2006500	I need to make 1 to 20, I need to make 1 to 100.
2006500	2006660	Okay.
2023880	2053220	You see what happens when the buyers try to take control back again.
2053220	2057780	Now, if you are in the position, you can cover yourself above this absorption.
2058680	2062580	So, you can take, for example, 1,000 on 2,000 out of the risk to the market.
2062940	2066980	Now, I reason in my terms around 10, 15 contracts.
2067460	2071380	But if you trade less size, this difference, it's 1 to 2,000 dollars.
2071480	2073120	It's better to have in our pocket, no?
2073380	2074980	Specifically in a day like this.
2074980	2081360	Guys, for people that joined this week that are new, am I clear in what I explained?
2081600	2082340	Is it difficult?
2082540	2084460	I also created for you, look at this absorption.
2085080	2092600	I also created for you a section called Neural Pattern Recognition where you can see the best model that I have to execute,
2092800	2096820	how I use it should be clear for everyone to understand.
2096820	2103680	Fabio, we need more psychology training.
2103800	2104280	Today, we do.
2104500	2111100	Today, we do a little bit of mental models because I see that the people are getting really strong with the model.
2111480	2114100	Sometimes, they get fucked up by psychology.
2114620	2119300	And when you have a good model like this, psychology can play a bad role.
2119300	2134260	Yes, of course, we can go through it.
2134640	2136560	I just want to let you finish this setup.
2136560	2143760	Now, if you get consistent every day at marking a reversal area with this precision,
2145020	2147580	will this be worth the investment that you have done?
2149300	2153880	So, this sell, this rejection sell, this buy and this buy, okay?
2154540	2155320	You think yes, no?
2155680	2157720	It's possible for you to live out of it.
2158120	2160780	You can make a full-time income trading, okay?
2160780	2161580	If you are precise.
2161940	2165800	But you don't need to forget that trading is also about psychology.
2166320	2168740	So, it's also about when you can say stop.
2169080	2175340	It's about when you can be happy with what you have done and understand that it's time to detach.
2175740	2177040	Because you know what's the risk here?
2177040	2180080	And I think some of you added that when you...
2180080	2183080	It's so easy to click and make $1,200, $2,000.
2184260	2185520	You can overtrade.
2186540	2192420	Specifically, if you are in the overexcited run, okay?
2192760	2194440	So, another one, another one.
2194540	2195020	It's short.
2195180	2196240	Another one, another one.
2196240	2205420	And then, the part that is the most sad is when you have an amazing day and you give back all the profit, or also more than the profit, back to the market.
2206660	2207480	How many of you?
2207480	2216400	You see, guys, they show you that the sellers are being absorbed, but the buyers is not changed.
2216860	2225080	You understand now when I say it doesn't make sense to try to long a market that, as of now, it can change.
2225160	2226540	But, as of now, it's telling us.
2226780	2228140	You see, also a reload here.
2229140	2229320	Okay.
2229520	2230520	Also a reload here.
2230520	2235960	1 to 2, 1 to 3, 1 to 4, consistent.
2236220	2237180	Not 1 to 20.
2237240	2239060	1 to 3, 1 to 4, consistent.
2240480	2240760	Okay.
2241600	2244340	And they are blocked on the same level.
2245480	2245820	Okay.
2246380	2252060	Probably, if they break, they go directly to the white level that I marked, and they have the first reaction.
2252200	2253920	Let me mark it precisely for you.
2253920	2261940	Because round numbers are loaded with contracts.
2262600	2262860	Okay.
2263260	2264580	So, now they are validating.
2265000	2267080	The auction is confirming the short.
2267720	2270620	They tested back the aggressive trades.
2270740	2272200	They want to see if they can hold.
2272580	2272780	Okay.
2273040	2274860	So, this candle is the decision one.
2274860	2288480	If they manage to close below, so if this bike handle tests this level, get rejected on the way down, it will not surprise me if we go to test the white one, because it's the level where all the movement started, and here we test.
2288760	2288920	Okay.
2289260	2294540	Then rejecting all again after this, and closing below this level.
2294820	2299140	In this case, this is the most sensitive target that we can have.
2299140	2305100	Otherwise, it means that this passive liquidity level is really strong.
2305700	2311340	And if the passive liquidity level is really strong, guys, it makes sense that you work with partials.
2311800	2314060	So, I'm floating 5,000.
2314200	2316260	I take 2,500 out here.
2316360	2319660	The other one, I can let it run, and we see what we can reach.
2319780	2321640	Now, what the market told us.
2321740	2324340	They managed to break the white level, the origin of the move?
2324900	2325160	No.
2325160	2329860	Now, if they didn't manage to break the white level, it means that the sellers are still active.
2330200	2333760	So, we have also a sell liquidity level.
2334380	2334440	Okay.
2335040	2339820	And it means that now we are playing video games inside this cluster.
2340320	2340600	Okay.
2341020	2343180	This down part is controlled by sellers.
2344080	2346380	This part is controlled by buyers.
2346820	2347100	Okay.
2347340	2352000	So, the buyers are attempting with actual executed order to break this level.
2352360	2352620	Okay.
2352620	2355400	And at the moment, the candle is not closed.
2355720	2356700	There is no big trades.
2357060	2359880	But at least you can see that they are really trying their best.
2360460	2360720	You see?
2361340	2362440	They are trying their best.
2362540	2364620	Now, they are making not a full breakout.
2365100	2369440	Because to make a full breakout, they need to close the candle above the wick.
2369940	2373580	Because this means that they are strong on the upside.
2374000	2377500	If this happens, they go back here.
2377660	2377980	Okay.
2378020	2379500	To the validation point one.
2379940	2380260	Okay.
2380260	2382700	Let's see how the battle unfolds.
2385140	2387120	They got absorbed at the top.
2387340	2387740	Again.
2388040	2388800	At this cluster.
2388800	2402020	Best setups for now is this.
2403060	2404440	The one that we prepared.
2404640	2407080	Out of all the setups, this one was the best one.
2407220	2407900	It was really clean.
2408360	2409740	This one was not a AAA.
2409740	2410580	It was AA.
2411140	2411860	Still beautiful.
2411860	2417420	Now, I think it will present again another short setup.
2417940	2418240	Okay.
2418840	2419780	Another short setup.
2419920	2420800	But we need to wait.
2421000	2423300	Because if you see this level rejected.
2423780	2426840	Now, buyers will attempt to go back here.
2427180	2429120	And they will like to see some absorption.
2429120	2434600	If we see some absorption, it can get interesting.
2435400	2438180	I will mark for you the other level.
2439720	2440760	First absorption.
2440760	2448960	So, here the buyers are telling you that they push really aggressively on the upside.
2449300	2450580	And they had the result.
2450820	2451080	Okay.
2451140	2453800	Because they are being broken and recovered.
2453800	2456700	Now, when we know.
2456840	2458060	Because nothing changed.
2458180	2458360	Okay.
2458580	2461240	We know that we have a wall here.
2461620	2462280	This strong wall.
2463240	2465180	And if we don't manage to reach the wall.
2465760	2468580	An interesting area for us to engage again.
2468720	2472420	Could be the recovery of this movement.
2472880	2476240	So, showing us that we have failed auction here.
2477760	2479640	So, they try to break this level.
2480860	2481720	They get absorbed.
2482140	2482400	Okay.
2482720	2483660	This can be interesting.
2483940	2485280	But, this didn't happen.
2485600	2486240	They were aggressive.
2486460	2487920	So, this one is not valid.
2490040	2491200	We go at the top.
2492600	2493380	And we see.
2494000	2495620	Is this level sensitive or not?
2497360	2499740	As you can see, the level is giving a reaction.
2500220	2502260	What's the difference between what I told you?
2502360	2504000	First touch level.
2504260	2505440	First reaction level.
2505580	2505780	Why?
2506200	2508180	Because every time they fill orders.
2508180	2510840	And you can see that here they fill aggressive orders.
2511020	2511800	And also absorption.
2511800	2514740	Because the price got completely absorbed here.
2515280	2516720	Now, they are managing to break.
2517760	2518060	Okay.
2518060	2524480	Yes, of course, we can put J.
2525480	2526420	Of course, we can put.
2526500	2528180	If we have another setup, I tell you.
2528420	2528700	Okay.
2529240	2531180	If we have another setup, I tell you.
2531180	2532800	Let me put also the speed of day.
2536640	2538980	Guys, as always, it's not a financial advice.
2539300	2540180	Blah, blah, blah, blah.
2540400	2540600	Okay.
2541460	2542480	Educational purpose.
2543760	2545100	You should not trade.
2545620	2546780	You should do gardening.
2547460	2548520	And stuff like this.
2548520	2568640	Now, we watch the aggressive orders.
2568640	2572900	So, they are tapping into the cluster.
2573240	2578340	And I see that the buyers are not being absorbed anymore.
2578840	2581060	You notice the buyers push at the bottom.
2581060	2585840	And they are not absorbed anymore.
2591280	2591720	Jay.
2591940	2593040	I got two kids.
2593160	2594260	They go to good school.
2594360	2594860	Not cheap.
2594980	2595820	Of course, Jay.
2596040	2597600	If we have another setup, I give you.
2597840	2599120	More than happy to do it.
2599980	2600240	Okay.
2600240	2604960	But we cannot force setups.
2605700	2606700	Only when it's there.
2614320	2615900	This candle is really important.
